port,service_name,banner_text,os_fingerprint,vuln_score
80,Web/HTTP,Vulnerable component matching CVE-2021-22017 EPSS 0.4918,Linux,4.92
80,Web/HTTP,Vulnerable component matching CVE-2010-3223 EPSS 0.1275,Linux,1.28
80,Web/HTTP,Vulnerable component matching CVE-2005-1254 EPSS 0.0507,Linux,0.51
80,Web/HTTP,Vulnerable component matching CVE-2018-12833 EPSS 0.1027,Linux,1.03
80,Web/HTTP,Vulnerable component matching CVE-2022-32532 EPSS 0.2716,Linux,2.72
80,Web/HTTP,Vulnerable component matching CVE-2000-0503 EPSS 0.0927,Linux,0.93
80,Web/HTTP,Vulnerable component matching CVE-2022-26133 EPSS 0.7039,Linux,7.04
80,Web/HTTP,Vulnerable component matching CVE-2021-33501 EPSS 0.0791,Linux,0.79
80,Web/HTTP,Vulnerable component matching CVE-2014-3509 EPSS 0.1336,Linux,1.34
80,Web/HTTP,Vulnerable component matching CVE-2014-4278 EPSS 0.1044,Linux,1.04
80,Web/HTTP,Vulnerable component matching CVE-2025-45779 EPSS 0.0650,Linux,0.65
80,Web/HTTP,Vulnerable component matching CVE-2025-33070 EPSS 0.0721,Linux,0.72
80,Web/HTTP,Vulnerable component matching CVE-2017-5227 EPSS 0.0644,Linux,0.64
80,Web/HTTP,Vulnerable component matching CVE-2018-19720 EPSS 0.0572,Linux,0.57
80,Web/HTTP,Vulnerable component matching CVE-2012-6470 EPSS 0.0779,Linux,0.78
80,Web/HTTP,Vulnerable component matching CVE-2013-0025 EPSS 0.5576,Linux,5.58
80,Web/HTTP,Vulnerable component matching CVE-2026-8451 EPSS 0.1565,Linux,1.57
80,Web/HTTP,Vulnerable component matching CVE-2018-11455 EPSS 0.0531,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2024-31984 EPSS 0.8300,Linux,8.3
80,Web/HTTP,Vulnerable component matching CVE-2023-38950 EPSS 0.8470,Linux,8.47
80,Web/HTTP,Vulnerable component matching CVE-2009-2765 EPSS 0.8250,Linux,8.25
80,Web/HTTP,Vulnerable component matching CVE-2013-3333 EPSS 0.0539,Linux,0.54
80,Web/HTTP,Vulnerable component matching CVE-2019-3855 EPSS 0.0929,Linux,0.93
80,Web/HTTP,Vulnerable component matching CVE-2018-15132 EPSS 0.0514,Linux,0.51
80,Web/HTTP,Vulnerable component matching CVE-2023-23416 EPSS 0.0758,Linux,0.76
80,Web/HTTP,Vulnerable component matching CVE-2004-2519 EPSS 0.0803,Linux,0.8
80,Web/HTTP,Vulnerable component matching CVE-2020-24916 EPSS 0.1737,Linux,1.74
80,Web/HTTP,Vulnerable component matching CVE-2025-1608 EPSS 0.0998,Linux,1.0
80,Web/HTTP,Vulnerable component matching CVE-2016-0858 EPSS 0.0509,Linux,0.51
80,Web/HTTP,Vulnerable component matching CVE-2017-8303 EPSS 0.2418,Linux,2.42
80,Web/HTTP,Vulnerable component matching CVE-2023-35180 EPSS 0.2737,Linux,2.74
80,Web/HTTP,Vulnerable component matching CVE-2013-2143 EPSS 0.4822,Linux,4.82
80,Web/HTTP,Vulnerable component matching CVE-2022-46889 EPSS 0.6011,Linux,6.01
80,Web/HTTP,Vulnerable component matching CVE-2019-1599 EPSS 0.1428,Linux,1.43
80,Web/HTTP,Vulnerable component matching CVE-2014-2776 EPSS 0.2155,Linux,2.16
80,Web/HTTP,Vulnerable component matching CVE-2008-5897 EPSS 0.0636,Linux,0.64
80,Web/HTTP,Vulnerable component matching CVE-2015-5551 EPSS 0.4479,Linux,4.48
80,Web/HTTP,Vulnerable component matching CVE-2017-8497 EPSS 0.0833,Linux,0.83
80,Web/HTTP,Vulnerable component matching CVE-2022-36978 EPSS 0.0733,Linux,0.73
80,Web/HTTP,Vulnerable component matching CVE-2023-50917 EPSS 0.3801,Linux,3.8
80,Web/HTTP,Vulnerable component matching CVE-2007-5914 EPSS 0.0543,Linux,0.54
80,Web/HTTP,Vulnerable component matching CVE-2023-34149 EPSS 0.0545,Linux,0.54
80,Web/HTTP,Vulnerable component matching CVE-2017-8509 EPSS 0.1824,Linux,1.82
80,Web/HTTP,Vulnerable component matching CVE-2006-1184 EPSS 0.2984,Linux,2.98
80,Web/HTTP,Vulnerable component matching CVE-2016-0638 EPSS 0.6292,Linux,6.29
80,Web/HTTP,Vulnerable component matching CVE-2010-0982 EPSS 0.0624,Linux,0.62
80,Web/HTTP,Vulnerable component matching CVE-2007-4227 EPSS 0.1344,Linux,1.34
80,Web/HTTP,Vulnerable component matching CVE-2016-3613 EPSS 0.0548,Linux,0.55
80,Web/HTTP,Vulnerable component matching CVE-2017-13872 EPSS 0.3677,Linux,3.68
80,Web/HTTP,Vulnerable component matching CVE-2003-0146 EPSS 0.0654,Linux,0.65
80,Web/HTTP,Vulnerable component matching CVE-2021-42638 EPSS 0.0553,Linux,0.55
80,Web/HTTP,Vulnerable component matching CVE-2020-3252 EPSS 0.0533,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2015-2051 EPSS 0.9710,Linux,9.71
80,Web/HTTP,Vulnerable component matching CVE-2010-1686 EPSS 0.0529,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2020-12256 EPSS 0.9575,Linux,9.58
80,Web/HTTP,Vulnerable component matching CVE-2024-6931 EPSS 0.1567,Linux,1.57
80,Web/HTTP,Vulnerable component matching CVE-2019-9960 EPSS 0.1337,Linux,1.34
80,Web/HTTP,Vulnerable component matching CVE-2019-13359 EPSS 0.2577,Linux,2.58
80,Web/HTTP,Vulnerable component matching CVE-2008-1610 EPSS 0.5391,Linux,5.39
80,Web/HTTP,Vulnerable component matching CVE-2015-5416 EPSS 0.1130,Linux,1.13
80,Web/HTTP,Vulnerable component matching CVE-2015-4431 EPSS 0.0531,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2014-1563 EPSS 0.0580,Linux,0.58
80,Web/HTTP,Vulnerable component matching CVE-2015-0046 EPSS 0.1552,Linux,1.55
80,Web/HTTP,Vulnerable component matching CVE-2017-11228 EPSS 0.0707,Linux,0.71
80,Web/HTTP,Vulnerable component matching CVE-2022-25359 EPSS 0.3730,Linux,3.73
80,Web/HTTP,Vulnerable component matching CVE-2024-38476 EPSS 0.4161,Linux,4.16
80,Web/HTTP,Vulnerable component matching CVE-2017-12233 EPSS 0.0713,Linux,0.71
80,Web/HTTP,Vulnerable component matching CVE-2018-4950 EPSS 0.1082,Linux,1.08
80,Web/HTTP,Vulnerable component matching CVE-2017-3123 EPSS 0.1436,Linux,1.44
80,Web/HTTP,Vulnerable component matching CVE-2025-2449 EPSS 0.3371,Linux,3.37
80,Web/HTTP,Vulnerable component matching CVE-2009-2512 EPSS 0.3121,Linux,3.12
80,Web/HTTP,Vulnerable component matching CVE-2024-13160 EPSS 0.9125,Linux,9.12
80,Web/HTTP,Vulnerable component matching CVE-2006-5748 EPSS 0.0566,Linux,0.57
80,Web/HTTP,Vulnerable component matching CVE-2021-28378 EPSS 0.0876,Linux,0.88
80,Web/HTTP,Vulnerable component matching CVE-2019-0607 EPSS 0.1111,Linux,1.11
80,Web/HTTP,Vulnerable component matching CVE-2021-37425 EPSS 0.6628,Linux,6.63
80,Web/HTTP,Vulnerable component matching CVE-2017-0033 EPSS 0.0809,Linux,0.81
80,Web/HTTP,Vulnerable component matching CVE-2025-34392 EPSS 0.2472,Linux,2.47
80,Web/HTTP,Vulnerable component matching CVE-2018-9059 EPSS 0.7694,Linux,7.69
80,Web/HTTP,Vulnerable component matching CVE-2007-6631 EPSS 0.0908,Linux,0.91
80,Web/HTTP,Vulnerable component matching CVE-2017-8504 EPSS 0.0525,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2021-3958 EPSS 0.1450,Linux,1.45
80,Web/HTTP,Vulnerable component matching CVE-2020-1219 EPSS 0.1906,Linux,1.91
80,Web/HTTP,Vulnerable component matching CVE-2017-8718 EPSS 0.2398,Linux,2.4
80,Web/HTTP,Vulnerable component matching CVE-2018-15685 EPSS 0.1043,Linux,1.04
80,Web/HTTP,Vulnerable component matching CVE-2010-2305 EPSS 0.1997,Linux,2.0
80,Web/HTTP,Vulnerable component matching CVE-2014-2814 EPSS 0.1827,Linux,1.83
80,Web/HTTP,Vulnerable component matching CVE-2018-4197 EPSS 0.0939,Linux,0.94
80,Web/HTTP,Vulnerable component matching CVE-2021-3110 EPSS 0.2069,Linux,2.07
80,Web/HTTP,Vulnerable component matching CVE-2017-0267 EPSS 0.1268,Linux,1.27
80,Web/HTTP,Vulnerable component matching CVE-2024-22611 EPSS 0.0626,Linux,0.63
80,Web/HTTP,Vulnerable component matching CVE-2011-3305 EPSS 0.2159,Linux,2.16
80,Web/HTTP,Vulnerable component matching CVE-2019-8978 EPSS 0.0586,Linux,0.59
80,Web/HTTP,Vulnerable component matching CVE-2024-21793 EPSS 0.0709,Linux,0.71
80,Web/HTTP,Vulnerable component matching CVE-2021-27103 EPSS 0.1132,Linux,1.13
80,Web/HTTP,Vulnerable component matching CVE-2018-6211 EPSS 0.0577,Linux,0.58
80,Web/HTTP,Vulnerable component matching CVE-2021-37920 EPSS 0.1098,Linux,1.1
80,Web/HTTP,Vulnerable component matching CVE-2019-3910 EPSS 0.0856,Linux,0.86
80,Web/HTTP,Vulnerable component matching CVE-2026-43825 EPSS 0.1392,Linux,1.39
80,Web/HTTP,Vulnerable component matching CVE-2019-17621 EPSS 0.8962,Linux,8.96
80,Web/HTTP,Vulnerable component matching CVE-2012-4705 EPSS 0.6567,Linux,6.57
80,Web/HTTP,Vulnerable component matching CVE-2014-6491 EPSS 0.0566,Linux,0.57
80,Web/HTTP,Vulnerable component matching CVE-2018-4909 EPSS 0.1079,Linux,1.08
80,Web/HTTP,Vulnerable component matching CVE-2016-2335 EPSS 0.0979,Linux,0.98
80,Web/HTTP,Vulnerable component matching CVE-2008-0013 EPSS 0.0675,Linux,0.68
80,Web/HTTP,Vulnerable component matching CVE-2005-1683 EPSS 0.1462,Linux,1.46
80,Web/HTTP,Vulnerable component matching CVE-2012-6509 EPSS 0.0680,Linux,0.68
80,Web/HTTP,Vulnerable component matching CVE-2023-50780 EPSS 0.1746,Linux,1.75
80,Web/HTTP,Vulnerable component matching CVE-2025-54466 EPSS 0.1495,Linux,1.5
80,Web/HTTP,Vulnerable component matching CVE-2014-6389 EPSS 0.0856,Linux,0.86
80,Web/HTTP,Vulnerable component matching CVE-2026-10060 EPSS 0.0501,Linux,0.5
80,Web/HTTP,Vulnerable component matching CVE-2020-10924 EPSS 0.8734,Linux,8.73
80,Web/HTTP,Vulnerable component matching CVE-2021-30465 EPSS 0.0660,Linux,0.66
80,Web/HTTP,Vulnerable component matching CVE-2017-8411 EPSS 0.0585,Linux,0.59
80,Web/HTTP,Vulnerable component matching CVE-2015-7860 EPSS 0.0608,Linux,0.61
80,Web/HTTP,Vulnerable component matching CVE-2016-9587 EPSS 0.1745,Linux,1.74
80,Web/HTTP,Vulnerable component matching CVE-2007-3929 EPSS 0.0647,Linux,0.65
80,Web/HTTP,Vulnerable component matching CVE-2019-8662 EPSS 0.0978,Linux,0.98
80,Web/HTTP,Vulnerable component matching CVE-2023-21769 EPSS 0.8867,Linux,8.87
80,Web/HTTP,Vulnerable component matching CVE-2021-22175 EPSS 0.5337,Linux,5.34
80,Web/HTTP,Vulnerable component matching CVE-2016-3333 EPSS 0.0677,Linux,0.68
80,Web/HTTP,Vulnerable component matching CVE-2017-2927 EPSS 0.0886,Linux,0.89
80,Web/HTTP,Vulnerable component matching CVE-2025-10230 EPSS 0.3965,Linux,3.97
80,Web/HTTP,Vulnerable component matching CVE-2011-1866 EPSS 0.2089,Linux,2.09
80,Web/HTTP,Vulnerable component matching CVE-2024-7468 EPSS 0.2487,Linux,2.49
80,Web/HTTP,Vulnerable component matching CVE-2018-14933 EPSS 0.9488,Linux,9.49
80,Web/HTTP,Vulnerable component matching CVE-2023-34261 EPSS 0.0812,Linux,0.81
80,Web/HTTP,Vulnerable component matching CVE-2020-36243 EPSS 0.6414,Linux,6.41
80,Web/HTTP,Vulnerable component matching CVE-2018-11094 EPSS 0.3444,Linux,3.44
80,Web/HTTP,Vulnerable component matching CVE-2003-1582 EPSS 0.1032,Linux,1.03
80,Web/HTTP,Vulnerable component matching CVE-2008-4819 EPSS 0.0524,Linux,0.52
80,Web/HTTP,Vulnerable component matching CVE-2021-21514 EPSS 0.0536,Linux,0.54
80,Web/HTTP,Vulnerable component matching CVE-2010-3434 EPSS 0.0653,Linux,0.65
80,Web/HTTP,Vulnerable component matching CVE-2009-4541 EPSS 0.0774,Linux,0.77
80,Web/HTTP,Vulnerable component matching CVE-2025-26086 EPSS 0.1410,Linux,1.41
80,Web/HTTP,Vulnerable component matching CVE-2005-2920 EPSS 0.0823,Linux,0.82
80,Web/HTTP,Vulnerable component matching CVE-2003-0989 EPSS 0.0526,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2022-30522 EPSS 0.8989,Linux,8.99
80,Web/HTTP,Vulnerable component matching CVE-2016-5772 EPSS 0.0967,Linux,0.97
80,Web/HTTP,Vulnerable component matching CVE-2019-1351 EPSS 0.0872,Linux,0.87
80,Web/HTTP,Vulnerable component matching CVE-1999-1190 EPSS 0.0515,Linux,0.52
80,Web/HTTP,Vulnerable component matching CVE-2013-3443 EPSS 0.0600,Linux,0.6
80,Web/HTTP,Vulnerable component matching CVE-2009-1959 EPSS 0.0838,Linux,0.84
80,Web/HTTP,Vulnerable component matching CVE-2003-0002 EPSS 0.2333,Linux,2.33
80,Web/HTTP,Vulnerable component matching CVE-2025-5777 EPSS 0.9996,Linux,10.0
80,Web/HTTP,Vulnerable component matching CVE-2006-6027 EPSS 0.4320,Linux,4.32
80,Web/HTTP,Vulnerable component matching CVE-2000-0515 EPSS 0.0836,Linux,0.84
80,Web/HTTP,Vulnerable component matching CVE-2003-1431 EPSS 0.0524,Linux,0.52
80,Web/HTTP,Vulnerable component matching CVE-2016-1985 EPSS 0.0663,Linux,0.66
80,Web/HTTP,Vulnerable component matching CVE-2008-3257 EPSS 0.8359,Linux,8.36
80,Web/HTTP,Vulnerable component matching CVE-2023-32373 EPSS 0.1217,Linux,1.22
80,Web/HTTP,Vulnerable component matching CVE-2016-4312 EPSS 0.0600,Linux,0.6
80,Web/HTTP,Vulnerable component matching CVE-2021-22918 EPSS 0.2313,Linux,2.31
80,Web/HTTP,Vulnerable component matching CVE-2022-3184 EPSS 0.1163,Linux,1.16
80,Web/HTTP,Vulnerable component matching CVE-2018-20148 EPSS 0.2682,Linux,2.68
80,Web/HTTP,Vulnerable component matching CVE-2016-5244 EPSS 0.0552,Linux,0.55
80,Web/HTTP,Vulnerable component matching CVE-2008-1110 EPSS 0.1037,Linux,1.04
80,Web/HTTP,Vulnerable component matching CVE-2016-7132 EPSS 0.0883,Linux,0.88
80,Web/HTTP,Vulnerable component matching CVE-2011-4529 EPSS 0.0686,Linux,0.69
80,Web/HTTP,Vulnerable component matching CVE-2018-12524 EPSS 0.0713,Linux,0.71
80,Web/HTTP,Vulnerable component matching CVE-2018-13350 EPSS 0.1666,Linux,1.67
80,Web/HTTP,Vulnerable component matching CVE-2019-10880 EPSS 0.0847,Linux,0.85
80,Web/HTTP,Vulnerable component matching CVE-2023-38098 EPSS 0.1266,Linux,1.27
80,Web/HTTP,Vulnerable component matching CVE-2011-1277 EPSS 0.1607,Linux,1.61
80,Web/HTTP,Vulnerable component matching CVE-2015-7768 EPSS 0.6321,Linux,6.32
80,Web/HTTP,Vulnerable component matching CVE-2017-11937 EPSS 0.2833,Linux,2.83
80,Web/HTTP,Vulnerable component matching CVE-2016-3361 EPSS 0.1747,Linux,1.75
80,Web/HTTP,Vulnerable component matching CVE-2017-3068 EPSS 0.2035,Linux,2.04
80,Web/HTTP,Vulnerable component matching CVE-2026-25620 EPSS 0.0988,Linux,0.99
80,Web/HTTP,Vulnerable component matching CVE-2009-0184 EPSS 0.2780,Linux,2.78
80,Web/HTTP,Vulnerable component matching CVE-2002-1652 EPSS 0.0798,Linux,0.8
80,Web/HTTP,Vulnerable component matching CVE-2026-45659 EPSS 0.7608,Linux,7.61
80,Web/HTTP,Vulnerable component matching CVE-2023-25690 EPSS 0.8451,Linux,8.45
80,Web/HTTP,Vulnerable component matching CVE-2022-39195 EPSS 0.0631,Linux,0.63
80,Web/HTTP,Vulnerable component matching CVE-2025-10962 EPSS 0.0681,Linux,0.68
80,Web/HTTP,Vulnerable component matching CVE-2016-3352 EPSS 0.2079,Linux,2.08
80,Web/HTTP,Vulnerable component matching CVE-2012-1420 EPSS 0.9711,Linux,9.71
80,Web/HTTP,Vulnerable component matching CVE-2017-0229 EPSS 0.1070,Linux,1.07
80,Web/HTTP,Vulnerable component matching CVE-2010-1676 EPSS 0.0788,Linux,0.79
80,Web/HTTP,Vulnerable component matching CVE-2022-33171 EPSS 0.2030,Linux,2.03
80,Web/HTTP,Vulnerable component matching CVE-2018-5954 EPSS 0.0893,Linux,0.89
80,Web/HTTP,Vulnerable component matching CVE-2014-0415 EPSS 0.0624,Linux,0.62
80,Web/HTTP,Vulnerable component matching CVE-2026-28318 EPSS 0.4001,Linux,4.0
80,Web/HTTP,Vulnerable component matching CVE-2013-3690 EPSS 0.1238,Linux,1.24
80,Web/HTTP,Vulnerable component matching CVE-2021-45461 EPSS 0.2166,Linux,2.17
80,Web/HTTP,Vulnerable component matching CVE-2010-3069 EPSS 0.1055,Linux,1.05
80,Web/HTTP,Vulnerable component matching CVE-2012-6662 EPSS 0.0646,Linux,0.65
80,Web/HTTP,Vulnerable component matching CVE-2007-5331 EPSS 0.0990,Linux,0.99
80,Web/HTTP,Vulnerable component matching CVE-2002-0591 EPSS 0.1163,Linux,1.16
80,Web/HTTP,Vulnerable component matching CVE-2016-8591 EPSS 0.0625,Linux,0.62
80,Web/HTTP,Vulnerable component matching CVE-2002-0677 EPSS 0.0657,Linux,0.66
80,Web/HTTP,Vulnerable component matching CVE-2015-8445 EPSS 0.0657,Linux,0.66
80,Web/HTTP,Vulnerable component matching CVE-2006-3451 EPSS 0.4122,Linux,4.12
80,Web/HTTP,Vulnerable component matching CVE-2021-37925 EPSS 0.1048,Linux,1.05
80,Web/HTTP,Vulnerable component matching CVE-2026-48030 EPSS 0.0585,Linux,0.58
80,Web/HTTP,Vulnerable component matching CVE-2014-1765 EPSS 0.1565,Linux,1.56
80,Web/HTTP,Vulnerable component matching CVE-2015-2208 EPSS 0.6196,Linux,6.2
80,Web/HTTP,Vulnerable component matching CVE-2023-33831 EPSS 0.2271,Linux,2.27
80,Web/HTTP,Vulnerable component matching CVE-2003-0993 EPSS 0.1084,Linux,1.08
80,Web/HTTP,Vulnerable component matching CVE-2021-29447 EPSS 0.8572,Linux,8.57
80,Web/HTTP,Vulnerable component matching CVE-2015-4816 EPSS 0.0745,Linux,0.75
80,Web/HTTP,Vulnerable component matching CVE-2018-11690 EPSS 0.3351,Linux,3.35
80,Web/HTTP,Vulnerable component matching CVE-2011-1849 EPSS 0.1057,Linux,1.06
80,Web/HTTP,Vulnerable component matching CVE-2004-0568 EPSS 0.3531,Linux,3.53
80,Web/HTTP,Vulnerable component matching CVE-2003-0963 EPSS 0.1368,Linux,1.37
80,Web/HTTP,Vulnerable component matching CVE-2020-9621 EPSS 0.0750,Linux,0.75
80,Web/HTTP,Vulnerable component matching CVE-2014-0527 EPSS 0.1336,Linux,1.34
80,Web/HTTP,Vulnerable component matching CVE-2006-4191 EPSS 0.0972,Linux,0.97
80,Web/HTTP,Vulnerable component matching CVE-2017-14081 EPSS 0.1655,Linux,1.66
80,Web/HTTP,Vulnerable component matching CVE-2001-1311 EPSS 0.0704,Linux,0.7
80,Web/HTTP,Vulnerable component matching CVE-2009-1788 EPSS 0.0823,Linux,0.82
80,Web/HTTP,Vulnerable component matching CVE-2012-1525 EPSS 0.3184,Linux,3.18
80,Web/HTTP,Vulnerable component matching CVE-2017-0105 EPSS 0.3041,Linux,3.04
80,Web/HTTP,Vulnerable component matching CVE-2018-8491 EPSS 0.1279,Linux,1.28
80,Web/HTTP,Vulnerable component matching CVE-2018-1000 EPSS 0.0759,Linux,0.76
80,Web/HTTP,Vulnerable component matching CVE-2020-8844 EPSS 0.2366,Linux,2.37
80,Web/HTTP,Vulnerable component matching CVE-2007-6243 EPSS 0.0847,Linux,0.85
80,Web/HTTP,Vulnerable component matching CVE-2003-0211 EPSS 0.0894,Linux,0.89
80,Web/HTTP,Vulnerable component matching CVE-2013-3827 EPSS 0.3244,Linux,3.24
80,Web/HTTP,Vulnerable component matching CVE-2023-30803 EPSS 0.1821,Linux,1.82
80,Web/HTTP,Vulnerable component matching CVE-2006-0644 EPSS 0.0844,Linux,0.84
80,Web/HTTP,Vulnerable component matching CVE-2017-3241 EPSS 0.3284,Linux,3.28
80,Web/HTTP,Vulnerable component matching CVE-2006-0261 EPSS 0.0633,Linux,0.63
80,Web/HTTP,Vulnerable component matching CVE-2022-36944 EPSS 0.0825,Linux,0.83
80,Web/HTTP,Vulnerable component matching CVE-2023-1347 EPSS 0.1605,Linux,1.6
80,Web/HTTP,Vulnerable component matching CVE-2021-31643 EPSS 0.8845,Linux,8.84
80,Web/HTTP,Vulnerable component matching CVE-2010-3870 EPSS 0.1128,Linux,1.13
80,Web/HTTP,Vulnerable component matching CVE-2025-68145 EPSS 0.0688,Linux,0.69
80,Web/HTTP,Vulnerable component matching CVE-2011-3157 EPSS 0.1169,Linux,1.17
80,Web/HTTP,Vulnerable component matching CVE-2019-9189 EPSS 0.1163,Linux,1.16
80,Web/HTTP,Vulnerable component matching CVE-2016-0763 EPSS 0.1130,Linux,1.13
80,Web/HTTP,Vulnerable component matching CVE-2015-5143 EPSS 0.0727,Linux,0.73
80,Web/HTTP,Vulnerable component matching CVE-2015-0921 EPSS 0.1736,Linux,1.74
80,Web/HTTP,Vulnerable component matching CVE-2025-68472 EPSS 0.1911,Linux,1.91
80,Web/HTTP,Vulnerable component matching CVE-2010-0416 EPSS 0.1132,Linux,1.13
80,Web/HTTP,Vulnerable component matching CVE-2011-1564 EPSS 0.1863,Linux,1.86
80,Web/HTTP,Vulnerable component matching CVE-2007-1669 EPSS 0.1218,Linux,1.22
80,Web/HTTP,Vulnerable component matching CVE-2013-3845 EPSS 0.1935,Linux,1.93
80,Web/HTTP,Vulnerable component matching CVE-2024-32736 EPSS 0.0541,Linux,0.54
80,Web/HTTP,Vulnerable component matching CVE-2009-4367 EPSS 0.0609,Linux,0.61
80,Web/HTTP,Vulnerable component matching CVE-2009-1139 EPSS 0.3913,Linux,3.91
80,Web/HTTP,Vulnerable component matching CVE-2021-29943 EPSS 0.0536,Linux,0.54
80,Web/HTTP,Vulnerable component matching CVE-2007-3040 EPSS 0.5443,Linux,5.44
80,Web/HTTP,Vulnerable component matching CVE-2020-27422 EPSS 0.0786,Linux,0.79
80,Web/HTTP,Vulnerable component matching CVE-2018-13797 EPSS 0.0666,Linux,0.67
80,Web/HTTP,Vulnerable component matching CVE-2023-42657 EPSS 0.1703,Linux,1.7
80,Web/HTTP,Vulnerable component matching CVE-2006-2020 EPSS 0.0801,Linux,0.8
80,Web/HTTP,Vulnerable component matching CVE-2019-0961 EPSS 0.0699,Linux,0.7
80,Web/HTTP,Vulnerable component matching CVE-2010-3231 EPSS 0.2028,Linux,2.03
80,Web/HTTP,Vulnerable component matching CVE-2001-0924 EPSS 0.0813,Linux,0.81
80,Web/HTTP,Vulnerable component matching CVE-2020-28926 EPSS 0.1287,Linux,1.29
80,Web/HTTP,Vulnerable component matching CVE-2020-15505 EPSS 0.9974,Linux,9.97
80,Web/HTTP,Vulnerable component matching CVE-2009-0894 EPSS 0.0570,Linux,0.57
80,Web/HTTP,Vulnerable component matching CVE-2026-29146 EPSS 0.0885,Linux,0.89
80,Web/HTTP,Vulnerable component matching CVE-2015-0050 EPSS 0.3346,Linux,3.35
80,Web/HTTP,Vulnerable component matching CVE-1999-1575 EPSS 0.3563,Linux,3.56
80,Web/HTTP,Vulnerable component matching CVE-2014-2299 EPSS 0.4742,Linux,4.74
80,Web/HTTP,Vulnerable component matching CVE-2010-3946 EPSS 0.2160,Linux,2.16
80,Web/HTTP,Vulnerable component matching CVE-2026-9533 EPSS 0.1081,Linux,1.08
80,Web/HTTP,Vulnerable component matching CVE-2022-33098 EPSS 0.5270,Linux,5.27
80,Web/HTTP,Vulnerable component matching CVE-2013-3149 EPSS 0.2504,Linux,2.5
80,Web/HTTP,Vulnerable component matching CVE-2022-44635 EPSS 0.6880,Linux,6.88
80,Web/HTTP,Vulnerable component matching CVE-2023-49294 EPSS 0.4557,Linux,4.56
80,Web/HTTP,Vulnerable component matching CVE-2023-46747 EPSS 0.9651,Linux,9.65
80,Web/HTTP,Vulnerable component matching CVE-2021-24236 EPSS 0.0714,Linux,0.71
80,Web/HTTP,Vulnerable component matching CVE-2024-36465 EPSS 0.2659,Linux,2.66
80,Web/HTTP,Vulnerable component matching CVE-2020-11080 EPSS 0.0532,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2020-1283 EPSS 0.0882,Linux,0.88
80,Web/HTTP,Vulnerable component matching CVE-2007-6015 EPSS 0.2748,Linux,2.75
80,Web/HTTP,Vulnerable component matching CVE-2018-12463 EPSS 0.1385,Linux,1.38
80,Web/HTTP,Vulnerable component matching CVE-2021-28419 EPSS 0.1067,Linux,1.07
80,Web/HTTP,Vulnerable component matching CVE-2015-6685 EPSS 0.0515,Linux,0.51
80,Web/HTTP,Vulnerable component matching CVE-2010-3556 EPSS 0.0519,Linux,0.52
80,Web/HTTP,Vulnerable component matching CVE-2023-27997 EPSS 0.8569,Linux,8.57
80,Web/HTTP,Vulnerable component matching CVE-2023-27267 EPSS 0.1420,Linux,1.42
80,Web/HTTP,Vulnerable component matching CVE-1999-1113 EPSS 0.0552,Linux,0.55
80,Web/HTTP,Vulnerable component matching CVE-2020-8816 EPSS 0.7819,Linux,7.82
80,Web/HTTP,Vulnerable component matching CVE-2019-9791 EPSS 0.1976,Linux,1.98
80,Web/HTTP,Vulnerable component matching CVE-2023-54335 EPSS 0.0515,Linux,0.52
80,Web/HTTP,Vulnerable component matching CVE-2013-1347 EPSS 0.7789,Linux,7.79
80,Web/HTTP,Vulnerable component matching CVE-2023-44221 EPSS 0.7493,Linux,7.49
80,Web/HTTP,Vulnerable component matching CVE-2014-2575 EPSS 0.0892,Linux,0.89
80,Web/HTTP,Vulnerable component matching CVE-2017-5375 EPSS 0.3377,Linux,3.38
80,Web/HTTP,Vulnerable component matching CVE-2017-8224 EPSS 0.0866,Linux,0.87
80,Web/HTTP,Vulnerable component matching CVE-2008-5663 EPSS 0.0627,Linux,0.63
80,Web/HTTP,Vulnerable component matching CVE-2008-0984 EPSS 0.1528,Linux,1.53
80,Web/HTTP,Vulnerable component matching CVE-2020-1409 EPSS 0.1168,Linux,1.17
80,Web/HTTP,Vulnerable component matching CVE-2013-1300 EPSS 0.1218,Linux,1.22
80,Web/HTTP,Vulnerable component matching CVE-2018-20062 EPSS 0.9953,Linux,9.95
80,Web/HTTP,Vulnerable component matching CVE-2008-2255 EPSS 0.2906,Linux,2.91
80,Web/HTTP,Vulnerable component matching CVE-2018-8788 EPSS 0.0740,Linux,0.74
80,Web/HTTP,Vulnerable component matching CVE-2015-5065 EPSS 0.1632,Linux,1.63
80,Web/HTTP,Vulnerable component matching CVE-2007-5070 EPSS 0.0704,Linux,0.7
80,Web/HTTP,Vulnerable component matching CVE-2002-0962 EPSS 0.0860,Linux,0.86
80,Web/HTTP,Vulnerable component matching CVE-2025-52665 EPSS 0.4097,Linux,4.1
80,Web/HTTP,Vulnerable component matching CVE-2014-5112 EPSS 0.0916,Linux,0.92
80,Web/HTTP,Vulnerable component matching CVE-2009-0367 EPSS 0.1094,Linux,1.09
