port,service_name,banner_text,os_fingerprint,vuln_score
1521,Unknown,Oracle TNS Listener,Windows 10,1.33
53,Unknown,,Linux 4.x/5.x,7.28
21,ProFTPD,Pure-FTPd,Windows 10,6.59
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,2.48
8080,nginx,Apache/2.4.41,macOS 12,5.07
25,Exim,Sendmail 8.15,Unknown,8.14
139,SMB,Samba,Unknown,9.1
69,Unknown,,Windows Server 2019,4.84
513,Unknown,,FreeBSD 13,3.89
69,Unknown,,Windows 10,1.16
5432,PostgreSQL,PostgreSQL 14.2,Unknown,5.27
5900,VNC,RFB 003.008,macOS 12,8.44
3389,RDP,,Windows 10,10.0
443,Apache,,Unknown,6.6
443,nginx,nginx/1.18.0,Linux 4.x/5.x,7.46
1521,Unknown,Oracle TNS Listener,Windows 10,0.0
139,SMB,,Cisco IOS,8.51
2049,Unknown,,Linux 4.x/5.x,1.17
3389,RDP,,Linux 3.x,9.55
111,Unknown,,macOS 12,1.52
5900,VNC,RealVNC,Linux 4.x/5.x,8.96
514,Unknown,,FreeBSD 13,4.57
512,Unknown,,Windows Server 2019,1.79
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,4.29
4444,Unknown,,macOS 12,2.57
110,Unknown,Dovecot ready,Windows Server 2019,3.23
2049,Unknown,,Linux 4.x/5.x,4.5
6379,Redis,+OK,Cisco IOS,7.51
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,2.01
22,OpenSSH,Dropbear SSH,Linux 4.x/5.x,6.19
53,Unknown,,Windows Server 2019,5.14
2049,Unknown,,Linux 4.x/5.x,0.0
3306,MySQL,MySQL 8.0.28,Unknown,5.43
445,SMB,,Windows 10,8.07
6379,Redis,+OK,Linux 3.x,9.69
111,Unknown,,FreeBSD 13,5.36
53,Unknown,,FreeBSD 13,1.38
1521,Unknown,Oracle TNS Listener,FreeBSD 13,0.37
27017,MongoDB,MongoDB 6.0,Unknown,7.94
873,Unknown,,Linux 4.x/5.x,0.78
4444,Unknown,,Cisco IOS,4.72
8080,Tomcat,Tomcat/9.0,Cisco IOS,6.74
8443,Unknown,,Unknown,6.21
139,SMB,Samba,Unknown,10.0
8443,Unknown,Apache/2.4.41,Windows Server 2019,6.1
69,Unknown,,macOS 12,3.81
111,Unknown,,macOS 12,1.11
23,Telnet,,Linux 4.x/5.x,8.76
8080,Apache,Jetty,macOS 12,7.69
8888,Unknown,,Unknown,4.34
514,Unknown,,Linux 3.x,3.52
8080,nginx,Jetty,Linux 4.x/5.x,3.11
1521,Unknown,Oracle TNS Listener,FreeBSD 13,1.4
1433,Unknown,Microsoft SQL Server 2019,Linux 3.x,3.17
445,SMB,Windows SMB,macOS 12,8.39
1433,Unknown,Microsoft SQL Server 2019,Windows Server 2019,1.45
3306,MariaDB,MySQL 8.0.28,Cisco IOS,4.55
445,SMB,Samba,Unknown,8.86
2049,Unknown,,Linux 3.x,2.59
6379,Redis,+OK,Unknown,6.76
22,OpenSSH,OpenSSH_7.4p1,Unknown,5.02
69,Unknown,,FreeBSD 13,3.5
513,Unknown,,Windows 10,3.71
512,Unknown,,Cisco IOS,1.09
25,Exim,Postfix ESMTP,Windows Server 2019,7.54
5900,VNC,RFB 003.008,Windows 10,7.52
873,Unknown,,Unknown,3.25
513,Unknown,,macOS 12,0.33
21,vsftpd,Pure-FTPd,macOS 12,4.49
25,Exim,Postfix ESMTP,Cisco IOS,8.89
1521,Unknown,Oracle TNS Listener,Windows 10,1.81
1521,Unknown,Oracle TNS Listener,Linux 4.x/5.x,3.71
3389,RDP,Microsoft Terminal Services,macOS 12,8.52
8443,Unknown,Apache/2.4.41,Cisco IOS,2.08
3389,RDP,,Cisco IOS,10.0
8443,Unknown,,Cisco IOS,2.39
80,nginx,nginx/1.18.0,FreeBSD 13,5.12
2049,Unknown,,macOS 12,2.03
8443,Unknown,,Windows Server 2019,5.96
514,Unknown,,Windows 10,5.78
25,Exim,Postfix ESMTP,FreeBSD 13,9.72
1433,Unknown,Microsoft SQL Server 2019,Linux 3.x,4.74
4444,Unknown,,macOS 12,1.23
2049,Unknown,,Linux 3.x,2.1
3389,RDP,,macOS 12,7.34
4444,Unknown,,Linux 4.x/5.x,5.06
445,SMB,,Windows 10,10.0
2049,Unknown,,Cisco IOS,4.36
53,Unknown,,Windows 10,6.35
21,ProFTPD,Pure-FTPd,Cisco IOS,9.05
6379,Redis,+OK,Linux 3.x,8.48
8443,Unknown,Apache/2.4.41,macOS 12,1.84
139,SMB,,Windows 10,9.61
5900,VNC,RealVNC,FreeBSD 13,8.87
53,Unknown,,Linux 3.x,5.11
69,Unknown,,Linux 4.x/5.x,3.21
513,Unknown,,Cisco IOS,3.4
5900,VNC,RFB 003.008,Linux 4.x/5.x,7.41
80,Apache,Apache/2.4.41,Linux 3.x,5.37
8080,nginx,nginx/1.18.0,Unknown,7.09
80,IIS,Microsoft-IIS/10.0,Windows 10,2.21
21,vsftpd,Pure-FTPd,macOS 12,2.49
69,Unknown,,FreeBSD 13,1.91
443,nginx,nginx/1.18.0,Windows Server 2019,3.21
21,ProFTPD,ProFTPD 1.3.5,Linux 4.x/5.x,9.8
1521,Unknown,Oracle TNS Listener,Unknown,2.11
22,OpenSSH,OpenSSH_7.4p1,Linux 3.x,6.75
110,Unknown,+OK Dovecot,Linux 3.x,5.61
21,vsftpd,vsftpd 3.0.3,Windows 10,5.09
8443,Unknown,Apache/2.4.41,Windows 10,3.65
21,vsftpd,vsftpd 3.0.3,Windows Server 2019,6.84
69,Unknown,,Linux 3.x,5.0
80,LiteSpeed,Apache/2.4.41,Cisco IOS,1.39
5900,VNC,RealVNC,Windows Server 2019,6.88
139,SMB,Samba,Linux 3.x,9.51
111,Unknown,,macOS 12,3.43
445,SMB,Samba,Unknown,8.01
512,Unknown,,Windows 10,0.0
512,Unknown,,macOS 12,4.22
513,Unknown,,Windows Server 2019,1.31
21,vsftpd,vsftpd 3.0.3,Linux 4.x/5.x,4.8
69,Unknown,,FreeBSD 13,3.29
21,vsftpd,vsftpd 3.0.3,Unknown,4.76
3389,RDP,Microsoft Terminal Services,Windows Server 2019,7.1
8080,nginx,Jetty,FreeBSD 13,5.35
1433,Unknown,Microsoft SQL Server 2019,Linux 4.x/5.x,1.91
8443,Unknown,,Linux 3.x,6.31
514,Unknown,,Unknown,3.43
445,SMB,,Cisco IOS,10.0
110,Unknown,+OK POP3 ready,Windows Server 2019,0.36
445,SMB,Samba,Windows Server 2019,8.7
8080,Tomcat,Jetty,Windows Server 2019,6.39
5900,VNC,RFB 003.008,Cisco IOS,6.33
4444,Unknown,,Windows Server 2019,2.3
513,Unknown,,FreeBSD 13,2.04
53,Unknown,,FreeBSD 13,1.04
873,Unknown,,Linux 3.x,6.59
512,Unknown,,FreeBSD 13,2.83
27017,MongoDB,MongoDB 6.0,Cisco IOS,9.17
513,Unknown,,Linux 3.x,4.98
1433,Unknown,Microsoft SQL Server 2019,Cisco IOS,5.86
443,nginx,Apache/2.4.41,macOS 12,3.73
111,Unknown,,Windows Server 2019,5.53
445,SMB,Samba,Linux 3.x,8.93
23,Telnet,,Linux 3.x,10.0
443,LiteSpeed,nginx/1.18.0,Unknown,5.29
512,Unknown,,Linux 4.x/5.x,0.69
3389,RDP,,Cisco IOS,10.0
873,Unknown,,FreeBSD 13,5.32
8888,Unknown,,Linux 3.x,0.42
80,Apache,Apache/2.4.41,Linux 3.x,7.99
2049,Unknown,,Linux 4.x/5.x,6.21
69,Unknown,,FreeBSD 13,3.96
8080,Apache,Jetty,Unknown,4.55
143,Unknown,* OK [CAPABILITY IMAP4rev1],macOS 12,5.02
21,ProFTPD,vsftpd 3.0.3,Unknown,9.3
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,3.72
512,Unknown,,macOS 12,2.08
53,Unknown,,Linux 4.x/5.x,4.32
27017,MongoDB,MongoDB 6.0,Linux 4.x/5.x,5.86
512,Unknown,,macOS 12,3.4
80,nginx,LiteSpeed,Unknown,7.66
69,Unknown,,Unknown,6.04
80,nginx,Apache/2.4.41,Linux 4.x/5.x,4.55
23,Telnet,,FreeBSD 13,8.71
3389,RDP,,Cisco IOS,7.44
5900,VNC,RealVNC,Unknown,8.72
143,Unknown,Dovecot IMAP,macOS 12,1.52
8443,Unknown,nginx/1.18.0,FreeBSD 13,5.17
80,nginx,LiteSpeed,Linux 3.x,4.16
443,nginx,nginx/1.18.0,Unknown,4.5
21,ProFTPD,vsftpd 3.0.3,Linux 4.x/5.x,8.29
1521,Unknown,Oracle TNS Listener,Linux 3.x,4.89
5900,VNC,RFB 003.008,Unknown,5.12
5900,VNC,RealVNC,Unknown,7.92
139,SMB,Samba,Windows 10,9.26
445,SMB,Samba,Linux 3.x,8.01
513,Unknown,,Windows Server 2019,3.71
27017,MongoDB,MongoDB 6.0,Linux 4.x/5.x,7.18
8443,Unknown,,FreeBSD 13,0.74
1433,Unknown,Microsoft SQL Server 2019,Unknown,2.85
8443,Unknown,Apache/2.4.41,macOS 12,0.92
23,Telnet,,Linux 4.x/5.x,9.18
2049,Unknown,,Windows Server 2019,4.76
1433,Unknown,Microsoft SQL Server 2019,Cisco IOS,2.38
1521,Unknown,Oracle TNS Listener,Cisco IOS,4.72
512,Unknown,,Windows Server 2019,2.69
443,LiteSpeed,Apache/2.4.41,Linux 4.x/5.x,3.06
3306,MySQL,MySQL 5.7.38,Windows 10,6.36
139,SMB,Samba,Windows 10,9.56
513,Unknown,,Linux 4.x/5.x,0.54
445,SMB,Samba,Cisco IOS,10.0
1521,Unknown,Oracle TNS Listener,Windows 10,6.04
1521,Unknown,Oracle TNS Listener,Linux 3.x,4.25
445,SMB,Windows SMB,macOS 12,9.08
8080,Apache,nginx/1.18.0,Unknown,10.0
22,Dropbear,Dropbear SSH,Cisco IOS,4.81
6379,Redis,Redis server v=7.0.4,Windows Server 2019,8.3
8080,Tomcat,nginx/1.18.0,Windows 10,10.0
445,SMB,Windows SMB,Linux 3.x,10.0
3306,MySQL,MySQL 8.0.28,Linux 3.x,2.91
53,Unknown,,Linux 4.x/5.x,1.99
512,Unknown,,Windows Server 2019,4.17
69,Unknown,,Cisco IOS,5.45
512,Unknown,,Linux 4.x/5.x,0.67
1433,Unknown,Microsoft SQL Server 2019,Cisco IOS,4.82
22,Dropbear,OpenSSH_8.2p1,Linux 3.x,3.39
5900,VNC,RFB 003.008,Windows Server 2019,8.58
143,Unknown,* OK [CAPABILITY IMAP4rev1],Cisco IOS,1.87
23,Telnet,,Linux 4.x/5.x,8.33
23,Telnet,,Windows 10,8.61
143,Unknown,Dovecot IMAP,FreeBSD 13,0.75
27017,MongoDB,ismaster,macOS 12,6.44
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,3.99
21,vsftpd,ProFTPD 1.3.5,macOS 12,4.22
23,Telnet,,FreeBSD 13,9.48
1433,Unknown,,FreeBSD 13,2.01
22,OpenSSH,SSH-2.0-OpenSSH_9.0,Windows 10,4.99
3306,MariaDB,MariaDB 10.6,Linux 4.x/5.x,7.4
80,IIS,nginx/1.18.0,Windows 10,5.97
69,Unknown,,Linux 3.x,4.08
111,Unknown,,Windows 10,4.43
1433,Unknown,,macOS 12,2.68
69,Unknown,,FreeBSD 13,0.0
25,Postfix,Microsoft ESMTP,Windows Server 2019,4.8
4444,Unknown,,macOS 12,1.65
512,Unknown,,Windows Server 2019,4.72
25,Postfix,Exim 4.95,FreeBSD 13,6.14
514,Unknown,,Windows 10,2.48
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,4.2
111,Unknown,,Windows Server 2019,4.34
21,vsftpd,Pure-FTPd,macOS 12,3.78
27017,MongoDB,MongoDB 6.0,FreeBSD 13,7.52
1521,Unknown,Oracle TNS Listener,Linux 3.x,0.0
53,Unknown,,macOS 12,5.09
53,Unknown,,Unknown,6.37
80,Apache,Apache/2.4.41,Unknown,6.7
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,3.1
69,Unknown,,Linux 4.x/5.x,3.52
3389,RDP,,Unknown,6.59
110,Unknown,Dovecot ready,Cisco IOS,2.13
5432,PostgreSQL,PostgreSQL 14.2,Windows 10,3.5
2049,Unknown,,Linux 4.x/5.x,1.96
5900,VNC,RFB 003.008,Linux 3.x,7.83
513,Unknown,,Linux 4.x/5.x,3.87
8080,Apache,Apache/2.4.41,Linux 3.x,6.53
22,OpenSSH,SSH-2.0-OpenSSH_9.0,Windows Server 2019,6.8
5432,PostgreSQL,PostgreSQL 14.2,Windows 10,4.47
27017,MongoDB,ismaster,Cisco IOS,6.61
512,Unknown,,Cisco IOS,2.78
1521,Unknown,Oracle TNS Listener,Unknown,2.84
139,SMB,Samba,Cisco IOS,8.62
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,4.61
8443,Unknown,Apache/2.4.41,Windows 10,0.0
27017,MongoDB,MongoDB 6.0,Cisco IOS,7.56
4444,Unknown,,macOS 12,3.62
513,Unknown,,Cisco IOS,4.2
4444,Unknown,,Cisco IOS,5.22
514,Unknown,,Windows 10,2.72
8443,Unknown,Apache/2.4.41,Windows Server 2019,4.66
445,SMB,,Windows 10,9.61
53,Unknown,,macOS 12,3.53
514,Unknown,,Cisco IOS,0.22
8888,Unknown,,Windows Server 2019,5.18
8080,Tomcat,nginx/1.18.0,Linux 4.x/5.x,7.19
445,SMB,Samba,Linux 4.x/5.x,8.75
3389,RDP,Microsoft Terminal Services,Windows 10,6.76
514,Unknown,,Unknown,0.0
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,6.28
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,4.37
139,SMB,Samba,Unknown,7.89
8080,nginx,Tomcat/9.0,Windows 10,3.23
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,3.67
139,SMB,Samba,Cisco IOS,9.81
3306,MySQL,MySQL 5.7.38,FreeBSD 13,6.64
512,Unknown,,Windows Server 2019,4.36
23,Telnet,,Linux 4.x/5.x,9.06
8443,Unknown,nginx/1.18.0,Windows 10,2.64
8080,nginx,nginx/1.18.0,Linux 4.x/5.x,5.73
6379,Redis,+OK,Windows 10,7.91
22,Dropbear,Dropbear SSH,FreeBSD 13,4.82
143,Unknown,Dovecot IMAP,Linux 3.x,6.15
22,OpenSSH,OpenSSH_7.4p1,Linux 3.x,5.42
1521,Unknown,Oracle TNS Listener,Windows 10,1.83
8080,Apache,Jetty,Windows Server 2019,3.59
21,vsftpd,ProFTPD 1.3.5,macOS 12,5.26
5900,VNC,RFB 003.008,macOS 12,6.51
6379,Redis,+OK,Windows Server 2019,8.64
1521,Unknown,Oracle TNS Listener,Linux 3.x,3.73
21,ProFTPD,Pure-FTPd,Cisco IOS,10.0
513,Unknown,,Linux 3.x,3.43
22,Dropbear,Dropbear SSH,Windows 10,4.68
514,Unknown,,Windows 10,1.69
139,SMB,,Windows Server 2019,7.57
80,LiteSpeed,nginx/1.18.0,Windows 10,6.11
3389,RDP,Microsoft Terminal Services,Windows 10,10.0
21,vsftpd,ProFTPD 1.3.5,Linux 4.x/5.x,4.5
69,Unknown,,Windows Server 2019,0.0
443,LiteSpeed,LiteSpeed,FreeBSD 13,6.54
111,Unknown,,Linux 3.x,5.38
6379,Redis,Redis server v=7.0.4,Windows 10,7.82
69,Unknown,,macOS 12,5.14
5900,VNC,RFB 003.008,Cisco IOS,7.44
514,Unknown,,Linux 3.x,3.43
80,IIS,nginx/1.18.0,Windows Server 2019,2.75
25,Postfix,Microsoft ESMTP,Windows 10,5.97
27017,MongoDB,ismaster,Linux 4.x/5.x,4.34
4444,Unknown,,Cisco IOS,6.44
80,IIS,,Cisco IOS,9.65
873,Unknown,,Windows Server 2019,0.0
21,ProFTPD,ProFTPD 1.3.5,Windows 10,10.0
80,Apache,LiteSpeed,Unknown,6.02
8080,Tomcat,nginx/1.18.0,Linux 3.x,7.84
513,Unknown,,Windows 10,0.18
143,Unknown,Dovecot IMAP,Windows 10,2.35
1521,Unknown,Oracle TNS Listener,Cisco IOS,0.64
514,Unknown,,Linux 3.x,1.42
23,Telnet,,Linux 4.x/5.x,10.0
512,Unknown,,Windows Server 2019,5.0
25,Postfix,Exim 4.95,Unknown,5.48
8443,Unknown,nginx/1.18.0,Cisco IOS,1.92
514,Unknown,,Unknown,1.62
5900,VNC,RFB 003.008,Windows Server 2019,5.03
8888,Unknown,,Cisco IOS,4.36
6379,Redis,+OK,Windows Server 2019,10.0
4444,Unknown,,Windows Server 2019,5.91
3389,RDP,Microsoft Terminal Services,FreeBSD 13,8.55
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,4.59
514,Unknown,,Unknown,3.49
53,Unknown,,FreeBSD 13,4.82
25,Exim,Exim 4.95,macOS 12,10.0
69,Unknown,,FreeBSD 13,1.86
3389,RDP,Microsoft Terminal Services,Linux 3.x,7.7
21,ProFTPD,Pure-FTPd,macOS 12,8.16
69,Unknown,,Windows Server 2019,2.93
80,nginx,Microsoft-IIS/10.0,FreeBSD 13,6.81
8080,Tomcat,nginx/1.18.0,Windows Server 2019,6.87
139,SMB,Samba,Cisco IOS,8.15
23,Telnet,,Windows 10,9.08
53,Unknown,,Linux 4.x/5.x,0.65
2049,Unknown,,Windows 10,2.79
69,Unknown,,FreeBSD 13,5.07
3306,MariaDB,MySQL 5.7.38,macOS 12,6.63
513,Unknown,,macOS 12,4.13
143,Unknown,Dovecot IMAP,Linux 3.x,0.83
80,LiteSpeed,,macOS 12,2.74
512,Unknown,,macOS 12,3.36
143,Unknown,* OK [CAPABILITY IMAP4rev1],Linux 3.x,5.49
4444,Unknown,,macOS 12,4.69
111,Unknown,,FreeBSD 13,1.65
21,ProFTPD,ProFTPD 1.3.5,macOS 12,10.0
514,Unknown,,Unknown,0.0
514,Unknown,,Unknown,3.06
514,Unknown,,FreeBSD 13,3.21
4444,Unknown,,Unknown,2.58
6379,Redis,+OK,Windows 10,8.79
514,Unknown,,Unknown,2.6
143,Unknown,* OK [CAPABILITY IMAP4rev1],macOS 12,0.01
3306,MySQL,MariaDB 10.6,macOS 12,5.34
27017,MongoDB,MongoDB 6.0,Unknown,7.8
5432,PostgreSQL,PostgreSQL 14.2,Windows 10,5.09
512,Unknown,,macOS 12,5.84
6379,Redis,Redis server v=7.0.4,Cisco IOS,6.72
8888,Unknown,,Unknown,6.34
514,Unknown,,Unknown,2.14
27017,MongoDB,MongoDB 6.0,Linux 3.x,6.58
8443,Unknown,Apache/2.4.41,Unknown,2.18
1433,Unknown,Microsoft SQL Server 2019,FreeBSD 13,0.0
513,Unknown,,Cisco IOS,2.15
3306,MariaDB,MySQL 5.7.38,FreeBSD 13,7.97
3389,RDP,Microsoft Terminal Services,Windows Server 2019,9.22
139,SMB,,Windows 10,9.23
4444,Unknown,,Linux 4.x/5.x,3.7
53,Unknown,,macOS 12,5.52
69,Unknown,,Linux 3.x,1.24
1433,Unknown,Microsoft SQL Server 2019,Windows 10,4.81
23,Telnet,,macOS 12,9.53
53,Unknown,,macOS 12,1.43
3389,RDP,,Linux 4.x/5.x,9.2
139,SMB,,Windows 10,9.08
80,nginx,LiteSpeed,Linux 3.x,4.05
22,OpenSSH,OpenSSH_8.2p1,Linux 3.x,2.86
139,SMB,Samba,Unknown,8.57
443,LiteSpeed,,Cisco IOS,3.73
1521,Unknown,Oracle TNS Listener,Linux 3.x,5.44
8888,Unknown,,Windows Server 2019,2.57
1433,Unknown,,Windows Server 2019,2.25
25,Exim,Sendmail 8.15,macOS 12,9.69
1433,Unknown,,Unknown,5.7
1521,Unknown,Oracle TNS Listener,FreeBSD 13,1.34
445,SMB,,Windows 10,7.76
2049,Unknown,,Cisco IOS,4.03
1521,Unknown,Oracle TNS Listener,Linux 3.x,2.59
514,Unknown,,FreeBSD 13,1.91
80,nginx,Microsoft-IIS/10.0,Windows Server 2019,7.37
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,3.69
512,Unknown,,FreeBSD 13,6.84
25,Postfix,Microsoft ESMTP,Windows Server 2019,4.56
3306,MariaDB,MariaDB 10.6,Windows 10,6.25
139,SMB,,Linux 3.x,10.0
8443,Unknown,nginx/1.18.0,macOS 12,3.62
1521,Unknown,Oracle TNS Listener,Cisco IOS,1.59
4444,Unknown,,Windows Server 2019,0.96
6379,Redis,Redis server v=7.0.4,Cisco IOS,7.31
1433,Unknown,Microsoft SQL Server 2019,Windows Server 2019,3.47
25,Exim,Sendmail 8.15,Windows Server 2019,9.37
80,LiteSpeed,LiteSpeed,Linux 3.x,2.24
3306,MySQL,MySQL 5.7.38,Cisco IOS,5.51
8443,Unknown,nginx/1.18.0,Cisco IOS,5.56
514,Unknown,,Windows Server 2019,3.52
53,Unknown,,Cisco IOS,5.71
25,Exim,Sendmail 8.15,Linux 4.x/5.x,5.74
27017,MongoDB,MongoDB 6.0,Windows Server 2019,7.09
139,SMB,Samba,Windows Server 2019,9.12
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,4.66
1433,Unknown,,Cisco IOS,1.3
139,SMB,,Linux 3.x,9.42
513,Unknown,,Unknown,3.99
5900,VNC,RFB 003.008,macOS 12,7.39
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,4.56
6379,Redis,Redis server v=7.0.4,macOS 12,8.47
143,Unknown,* OK [CAPABILITY IMAP4rev1],Linux 3.x,1.68
80,IIS,LiteSpeed,Windows Server 2019,5.68
5432,PostgreSQL,PostgreSQL 14.2,Unknown,2.5
4444,Unknown,,Windows Server 2019,0.01
3389,RDP,,Windows 10,8.88
5900,VNC,RFB 003.008,Windows 10,4.66
27017,MongoDB,MongoDB 6.0,Cisco IOS,7.06
110,Unknown,+OK Dovecot,Windows Server 2019,3.83
1433,Unknown,,macOS 12,3.03
6379,Redis,Redis server v=7.0.4,Cisco IOS,10.0
80,LiteSpeed,LiteSpeed,macOS 12,5.14
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,3.68
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,4.73
8080,nginx,Tomcat/9.0,macOS 12,3.14
8080,Apache,nginx/1.18.0,Cisco IOS,8.5
6379,Redis,+OK,Linux 3.x,7.24
143,Unknown,Dovecot IMAP,Windows Server 2019,5.21
110,Unknown,+OK POP3 ready,Windows 10,3.8
143,Unknown,* OK [CAPABILITY IMAP4rev1],Linux 3.x,4.25
8443,Unknown,,Windows 10,1.89
1521,Unknown,Oracle TNS Listener,Windows Server 2019,0.71
1433,Unknown,,Windows Server 2019,0.68
69,Unknown,,Cisco IOS,0.0
8443,Unknown,,macOS 12,2.23
512,Unknown,,macOS 12,1.83
22,Dropbear,Dropbear SSH,Windows 10,5.52
25,Postfix,Microsoft ESMTP,Windows Server 2019,3.26
21,ProFTPD,ProFTPD 1.3.5,Windows Server 2019,10.0
512,Unknown,,FreeBSD 13,1.0
80,nginx,,macOS 12,3.87
80,LiteSpeed,Microsoft-IIS/10.0,FreeBSD 13,2.28
27017,MongoDB,MongoDB 6.0,Linux 4.x/5.x,7.52
8888,Unknown,,Windows Server 2019,2.36
143,Unknown,Dovecot IMAP,FreeBSD 13,2.78
143,Unknown,Dovecot IMAP,Linux 3.x,3.81
69,Unknown,,Windows 10,4.97
8080,Tomcat,Jetty,Unknown,4.66
53,Unknown,,macOS 12,3.04
514,Unknown,,Windows Server 2019,4.71
4444,Unknown,,Unknown,0.81
3389,RDP,,macOS 12,10.0
53,Unknown,,Unknown,7.68
23,Telnet,,Linux 4.x/5.x,9.46
8888,Unknown,,Unknown,0.79
8443,Unknown,Apache/2.4.41,Windows 10,1.04
1521,Unknown,Oracle TNS Listener,Linux 3.x,3.47
110,Unknown,+OK POP3 ready,Windows 10,4.28
8080,Apache,nginx/1.18.0,Linux 3.x,2.82
69,Unknown,,Windows Server 2019,1.11
1521,Unknown,Oracle TNS Listener,Windows Server 2019,3.28
445,SMB,Samba,Linux 3.x,7.6
80,LiteSpeed,Microsoft-IIS/10.0,FreeBSD 13,4.05
110,Unknown,+OK POP3 ready,Windows 10,3.86
21,vsftpd,ProFTPD 1.3.5,Cisco IOS,4.76
69,Unknown,,Unknown,1.53
23,Telnet,,FreeBSD 13,9.54
53,Unknown,,FreeBSD 13,4.01
111,Unknown,,FreeBSD 13,1.16
80,nginx,nginx/1.18.0,FreeBSD 13,6.12
3389,RDP,,FreeBSD 13,8.99
5432,PostgreSQL,PostgreSQL 14.2,Unknown,4.62
69,Unknown,,FreeBSD 13,3.53
1521,Unknown,Oracle TNS Listener,Unknown,3.26
21,vsftpd,Pure-FTPd,Unknown,4.77
1433,Unknown,,Windows Server 2019,2.4
21,ProFTPD,vsftpd 3.0.3,Windows Server 2019,9.37
8080,Tomcat,Apache/2.4.41,Cisco IOS,6.81
111,Unknown,,macOS 12,4.07
6379,Redis,Redis server v=7.0.4,Unknown,8.78
22,Dropbear,OpenSSH_7.4p1,Linux 3.x,2.59
512,Unknown,,macOS 12,2.36
80,nginx,Apache/2.4.41,FreeBSD 13,5.4
1433,Unknown,,macOS 12,3.18
873,Unknown,,Linux 4.x/5.x,3.86
512,Unknown,,Linux 3.x,3.36
143,Unknown,* OK [CAPABILITY IMAP4rev1],FreeBSD 13,3.08
23,Telnet,,Linux 3.x,9.28
443,LiteSpeed,LiteSpeed,Cisco IOS,6.09
53,Unknown,,macOS 12,3.7
21,vsftpd,FileZilla FTP,Linux 4.x/5.x,4.83
143,Unknown,Dovecot IMAP,Linux 3.x,2.22
2049,Unknown,,FreeBSD 13,3.56
53,Unknown,,Linux 4.x/5.x,3.06
6379,Redis,Redis server v=7.0.4,Cisco IOS,5.71
3306,MariaDB,MySQL 8.0.28,Linux 3.x,4.51
445,SMB,Windows SMB,macOS 12,10.0
512,Unknown,,Windows Server 2019,3.74
4444,Unknown,,FreeBSD 13,1.72
6379,Redis,Redis server v=7.0.4,Windows Server 2019,7.44
513,Unknown,,Windows Server 2019,1.28
139,SMB,Samba,Cisco IOS,8.48
514,Unknown,,Linux 4.x/5.x,5.05
8888,Unknown,,Cisco IOS,2.64
8443,Unknown,Apache/2.4.41,Windows Server 2019,4.67
4444,Unknown,,macOS 12,6.26
513,Unknown,,Linux 3.x,2.21
8443,Unknown,,FreeBSD 13,0.41
111,Unknown,,Linux 4.x/5.x,3.87
512,Unknown,,Windows 10,1.36
3306,MariaDB,MariaDB 10.6,macOS 12,6.0
143,Unknown,* OK [CAPABILITY IMAP4rev1],macOS 12,3.34
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,6.23
53,Unknown,,Linux 4.x/5.x,3.65
443,Apache,,Windows 10,5.59
6379,Redis,Redis server v=7.0.4,Unknown,8.94
22,Dropbear,Dropbear SSH,Linux 3.x,5.22
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,5.45
445,SMB,,Cisco IOS,8.08
23,Telnet,,Windows 10,10.0
53,Unknown,,Windows 10,7.57
3306,MySQL,MySQL 8.0.28,Linux 3.x,7.78
6379,Redis,Redis server v=7.0.4,Cisco IOS,10.0
21,vsftpd,FileZilla FTP,Linux 3.x,4.35
3389,RDP,Microsoft Terminal Services,Linux 3.x,10.0
23,Telnet,,Cisco IOS,9.26
22,Dropbear,OpenSSH_8.2p1,Linux 4.x/5.x,3.94
21,ProFTPD,vsftpd 3.0.3,Unknown,7.94
1521,Unknown,Oracle TNS Listener,Cisco IOS,1.84
6379,Redis,+OK,Linux 4.x/5.x,7.99
5900,VNC,RealVNC,Windows Server 2019,5.77
22,Dropbear,OpenSSH_7.4p1,Cisco IOS,2.97
443,nginx,,Linux 4.x/5.x,3.75
443,nginx,LiteSpeed,Windows Server 2019,8.26
139,SMB,Samba,Cisco IOS,10.0
514,Unknown,,macOS 12,8.09
873,Unknown,,Windows Server 2019,2.87
