port,port_state,protocol,rtt_ms,ttl,os_fingerprint,banner_text,icmp_blocked,rst_received,filtered_port_count,open_port_count,total_ports_scanned,firewall_present,firewall_type,best_bypass_flag
21,filtered,tcp,34.73,48,Linux 5.x,,1,0,319,3,409,1,cloudflare,fragment
8080,open,tcp,53.5,51,Linux 3.x,nginx/1.18.0,0,0,0,22,457,0,none,connect_scan
5900,filtered,tcp,185.94,45,Linux 4.x/5.x,,0,0,345,4,407,1,aws_waf,fragment
143,filtered,tcp,139.74,242,Cisco IOS,,0,0,322,6,535,1,cisco_acl,http_source_port
27017,filtered,tcp,99.55,49,macOS 12,,0,0,273,6,448,1,pf_bsd,null_scan
143,open,tcp,58.32,41,Unknown,Dovecot IMAP,1,0,558,7,788,1,aws_waf,slow_scan
110,filtered,tcp,143.31,53,Linux 4.x/5.x,,0,0,511,18,927,1,iptables,xmas_scan
1521,open,tcp,206.01,248,Unknown,Oracle TNS Listener,1,0,114,2,176,1,cisco_acl,dns_source_port
21,open,tcp,45.71,46,Linux 4.x/5.x,vsftpd 3.0.3,1,0,697,6,849,1,cloudflare,fragment
53,filtered,tcp,74.27,56,Cisco IOS,,1,0,514,3,690,1,ids_ips,combo_advanced
1521,filtered,tcp,51.66,240,Unknown,,1,0,193,3,312,1,cisco_acl,https_source_port
445,filtered,tcp,80.9,44,Cisco IOS,,0,0,370,13,668,1,iptables,xmas_scan
3389,filtered,tcp,8.17,61,Unknown,,1,0,731,4,907,1,ids_ips,slow_scan
443,open,tcp,84.6,41,Linux 4.x/5.x,nginx/1.18.0,1,0,246,2,324,1,cloudflare,dns_source_port
21,open,tcp,220.21,62,Linux 4.x/5.x,FileZilla FTP,1,0,430,10,677,1,pf_bsd,ack_scan
139,open,tcp,61.15,45,Linux 4.x/5.x,Samba,0,0,501,18,945,1,iptables,xmas_scan
1433,closed,tcp,32.61,49,Unknown,,1,0,414,6,626,1,aws_waf,decoy_scan
8080,filtered,tcp,19.93,56,Linux 4.x/5.x,,1,0,290,3,339,1,aws_waf,slow_scan
8888,filtered,tcp,345.01,241,Cisco IOS,,0,0,240,4,372,1,cisco_acl,dns_source_port
80,filtered,tcp,11.96,47,Windows 10,,0,0,152,0,158,1,ids_ips,combo_advanced
6379,filtered,tcp,70.55,56,Unknown,,1,0,899,4,933,1,ids_ips,decoy_scan
8080,filtered,tcp,26.95,51,Cisco IOS,,1,0,326,2,425,1,ids_ips,combo_advanced
21,open,tcp,4.23,57,Unknown,vsftpd 3.0.3,0,0,228,8,400,1,iptables,xmas_scan
53,filtered,tcp,316.22,240,Unknown,,0,0,593,12,976,1,cisco_acl,https_source_port
3306,filtered,tcp,38.0,54,macOS 12,,0,0,164,0,192,1,ids_ips,decoy_scan
5432,filtered,tcp,159.19,55,Windows 10,,0,0,203,4,303,1,pf_bsd,ack_scan
8080,filtered,tcp,50.31,48,Linux 4.x/5.x,,1,0,48,0,65,1,ids_ips,slow_scan
143,filtered,tcp,82.83,55,Linux 3.x,,1,0,398,14,729,1,iptables,null_scan
8443,filtered,tcp,442.79,243,Cisco IOS,,1,0,549,9,733,1,cisco_acl,http_source_port
6379,filtered,tcp,79.85,55,Windows 10,,1,0,604,13,872,1,pf_bsd,ack_scan
1521,filtered,tcp,17.85,48,Linux 4.x/5.x,,0,0,147,0,164,1,ids_ips,slow_scan
445,open,tcp,144.39,65,Windows Server 2019,Windows SMB,0,0,0,23,469,0,none,connect_scan
873,filtered,tcp,67.86,53,macOS 12,,0,0,689,4,911,1,ids_ips,slow_scan
1433,filtered,tcp,207.64,48,Linux 3.x,,1,0,228,8,406,1,iptables,null_scan
139,closed,tcp,3.97,47,Unknown,,0,0,0,4,91,0,none,connect_scan
27017,open,tcp,49.05,45,Linux 4.x/5.x,ismaster,1,0,131,1,164,1,aws_waf,fragment
1521,filtered,tcp,75.3,53,Linux 5.x,,1,0,550,6,673,1,aws_waf,slow_scan
25,filtered,tcp,89.82,48,Linux 4.x/5.x,,1,0,71,0,78,1,cloudflare,fragment
443,closed,tcp,53.37,63,Cisco IOS,,0,0,0,8,175,0,none,connect_scan
8443,open,tcp,26.33,53,FreeBSD 13,,0,0,332,2,435,1,ids_ips,slow_scan
6379,filtered,tcp,56.65,31,Linux 5.x,,1,0,371,5,523,1,aws_waf,slow_scan
27017,open,tcp,14.13,64,Cisco IOS,ismaster,0,0,0,12,244,0,none,connect_scan
445,filtered,tcp,60.36,61,Linux 5.x,,0,0,589,5,711,1,cloudflare,fragment
3306,closed,tcp,7.94,60,Linux 3.x,,0,0,436,14,717,1,iptables,null_scan
5900,open,tcp,289.82,243,Unknown,RealVNC,1,0,328,6,517,1,cisco_acl,http_source_port
5432,filtered,tcp,25.78,34,Unknown,,1,0,499,6,686,1,aws_waf,fragment
6379,filtered,tcp,62.66,54,Linux 3.x,,1,0,350,7,474,1,pf_bsd,ack_scan
445,filtered,tcp,9.17,59,macOS 12,,0,0,88,3,168,1,iptables,fin_scan
21,filtered,tcp,43.03,43,Windows Server 2019,,0,0,225,7,365,1,iptables,null_scan
80,open,tcp,49.56,49,Linux 4.x/5.x,LiteSpeed,1,0,282,2,369,1,cloudflare,dns_source_port
5900,filtered,tcp,78.81,43,Linux 3.x,,1,0,66,1,91,1,pf_bsd,null_scan
25,open,tcp,54.05,42,Linux 5.x,Sendmail 8.15,1,0,482,4,594,1,cloudflare,stealth_syn
1433,open,tcp,80.08,250,Unknown,Microsoft SQL Server 2019,1,0,310,5,436,1,cisco_acl,https_source_port
27017,filtered,tcp,67.78,52,Linux 4.x/5.x,,0,0,327,13,672,1,iptables,null_scan
8443,filtered,tcp,80.11,54,Unknown,,1,0,588,6,822,1,cloudflare,fragment
27017,filtered,tcp,35.65,59,FreeBSD 13,,1,0,539,19,954,1,iptables,null_scan
143,filtered,tcp,29.75,61,Windows 10,,0,0,71,2,111,1,iptables,null_scan
8443,open,tcp,31.52,56,macOS 12,,0,0,0,8,172,0,none,connect_scan
25,open,tcp,54.24,56,macOS 12,Postfix ESMTP,0,0,164,4,286,1,pf_bsd,null_scan
139,open,tcp,17.76,62,Cisco IOS,,0,0,0,27,550,0,none,connect_scan
445,filtered,tcp,28.09,49,Linux 4.x/5.x,,0,0,431,2,488,1,ids_ips,slow_scan
143,filtered,tcp,41.9,53,Linux 3.x,,0,0,620,12,833,1,pf_bsd,null_scan
5900,filtered,tcp,91.42,53,Windows Server 2019,,1,0,194,8,403,1,iptables,fin_scan
8443,filtered,tcp,40.36,47,Linux 5.x,,1,0,268,3,340,1,aws_waf,fragment
25,open,tcp,15.79,46,Linux 4.x/5.x,Postfix ESMTP,1,0,83,2,139,1,pf_bsd,ack_scan
2049,open,tcp,26.84,57,FreeBSD 13,,0,0,88,2,135,1,iptables,null_scan
27017,open,tcp,18.49,52,Cisco IOS,ismaster,1,0,472,10,715,1,pf_bsd,ack_scan
1521,open,tcp,31.34,52,Windows 10,Oracle TNS Listener,0,0,217,7,391,1,iptables,fin_scan
110,open,tcp,25.07,41,Linux 5.x,Dovecot ready,1,0,687,5,737,1,cloudflare,stealth_syn
110,filtered,tcp,16.0,55,Windows 10,,0,0,514,3,706,1,ids_ips,combo_advanced
8443,filtered,tcp,35.17,40,macOS 12,,1,0,464,2,585,1,ids_ips,slow_scan
25,filtered,tcp,24.95,46,Windows 10,,0,0,492,2,546,1,ids_ips,combo_advanced
80,open,tcp,24.73,46,Unknown,,1,0,643,6,883,1,cloudflare,fragment
22,filtered,tcp,101.36,51,Linux 5.x,,1,0,256,3,378,1,aws_waf,slow_scan
8443,filtered,tcp,172.66,242,Cisco IOS,,0,0,63,1,82,1,cisco_acl,https_source_port
110,filtered,tcp,33.9,58,Unknown,,1,0,164,2,226,1,aws_waf,decoy_scan
3389,filtered,tcp,229.13,55,Unknown,,0,0,142,4,223,1,iptables,null_scan
143,open,tcp,30.14,51,Linux 5.x,Dovecot IMAP,1,0,746,6,905,1,cloudflare,dns_source_port
80,filtered,tcp,140.59,53,Unknown,,1,0,168,2,219,1,aws_waf,slow_scan
5432,filtered,tcp,39.99,56,Unknown,,1,0,265,2,348,1,cloudflare,dns_source_port
5432,open,tcp,125.41,51,Cisco IOS,PostgreSQL 14.2,1,0,169,3,253,1,pf_bsd,null_scan
53,open,tcp,59.29,51,Linux 3.x,,0,0,0,22,447,0,none,connect_scan
3306,open,tcp,8.46,53,Unknown,MySQL 5.7.38,1,0,627,9,949,1,aws_waf,fragment
53,open,tcp,56.33,41,FreeBSD 13,,0,0,548,11,790,1,pf_bsd,ack_scan
80,filtered,tcp,129.49,46,Linux 5.x,,1,0,80,0,105,1,cloudflare,dns_source_port
5432,filtered,tcp,80.91,50,Unknown,,1,0,613,4,657,1,cloudflare,stealth_syn
4444,filtered,tcp,71.55,47,Linux 5.x,,1,0,246,2,304,1,cloudflare,fragment
5432,filtered,tcp,15.88,46,Cisco IOS,,1,0,674,4,838,1,ids_ips,decoy_scan
143,filtered,tcp,240.87,243,Cisco IOS,,1,0,459,8,673,1,cisco_acl,http_source_port
1433,filtered,tcp,229.7,53,Linux 4.x/5.x,,0,0,297,12,617,1,iptables,null_scan
8443,filtered,tcp,28.78,244,Unknown,,1,0,166,2,229,1,cisco_acl,http_source_port
1433,filtered,tcp,22.64,250,Unknown,,1,0,647,10,811,1,cisco_acl,http_source_port
143,filtered,tcp,147.51,57,Linux 3.x,,1,0,354,12,621,1,iptables,xmas_scan
143,filtered,tcp,139.64,52,Linux 4.x/5.x,,1,0,258,3,317,1,aws_waf,decoy_scan
25,open,tcp,6.64,55,Windows 10,Sendmail 8.15,0,0,0,25,517,0,none,connect_scan
27017,open,tcp,38.75,60,FreeBSD 13,MongoDB 6.0,0,0,0,11,236,0,none,connect_scan
21,filtered,tcp,54.25,53,macOS 12,,0,0,64,1,103,1,pf_bsd,null_scan
5432,filtered,tcp,46.79,53,Linux 3.x,,1,0,183,0,188,1,ids_ips,combo_advanced
53,open,tcp,206.52,48,Cisco IOS,,0,0,313,6,463,1,pf_bsd,null_scan
5900,open,tcp,82.04,57,Unknown,RFB 003.008,1,0,597,19,950,1,iptables,null_scan
512,filtered,tcp,74.97,240,Unknown,,1,0,426,7,634,1,cisco_acl,https_source_port
53,filtered,tcp,79.77,55,Linux 4.x/5.x,,1,0,632,6,830,1,cloudflare,dns_source_port
143,filtered,tcp,6.51,50,Windows Server 2019,,1,0,382,2,500,1,ids_ips,combo_advanced
3389,open,tcp,32.82,62,Windows Server 2019,Microsoft Terminal Services,1,0,83,0,101,1,ids_ips,combo_advanced
445,open,tcp,16.14,47,Cisco IOS,Samba,1,0,588,3,725,1,ids_ips,slow_scan
3389,open,tcp,70.19,42,Unknown,,0,0,500,16,836,1,iptables,fin_scan
110,filtered,tcp,67.66,57,Windows 10,,1,0,410,15,770,1,iptables,fin_scan
443,open,tcp,28.79,249,Cisco IOS,Apache/2.4.41,1,0,531,9,756,1,cisco_acl,http_source_port
1433,filtered,tcp,18.88,42,Unknown,,1,0,693,4,845,1,ids_ips,decoy_scan
445,filtered,tcp,44.01,40,Linux 4.x/5.x,,1,0,389,4,466,1,aws_waf,slow_scan
1433,filtered,tcp,74.65,242,Cisco IOS,,0,0,95,1,157,1,cisco_acl,dns_source_port
5900,filtered,tcp,53.19,41,FreeBSD 13,,1,0,335,1,382,1,ids_ips,slow_scan
8080,filtered,tcp,62.19,49,Linux 4.x/5.x,,1,0,255,2,311,1,cloudflare,dns_source_port
25,filtered,tcp,46.64,254,Unknown,,1,0,271,4,386,1,cisco_acl,http_source_port
25,open,tcp,28.51,46,Linux 4.x/5.x,Sendmail 8.15,1,0,555,6,649,1,aws_waf,slow_scan
139,open,tcp,21.78,64,Linux 4.x/5.x,,0,0,0,41,823,0,none,connect_scan
3306,open,tcp,1.74,50,Cisco IOS,MySQL 8.0.28,0,0,0,34,689,0,none,connect_scan
53,filtered,tcp,72.31,45,Linux 4.x/5.x,,1,0,815,9,958,1,aws_waf,slow_scan
25,filtered,tcp,20.1,47,Linux 3.x,,0,0,202,6,342,1,iptables,fin_scan
80,open,tcp,21.77,61,Unknown,Microsoft-IIS/10.0,0,0,0,38,770,0,none,connect_scan
53,filtered,tcp,125.56,58,Linux 5.x,,1,0,315,2,362,1,cloudflare,fragment
21,filtered,tcp,21.8,55,Linux 4.x/5.x,,1,0,549,3,735,1,ids_ips,slow_scan
27017,filtered,tcp,110.83,57,Windows 10,,0,0,490,15,783,1,iptables,null_scan
80,filtered,tcp,61.1,49,macOS 12,,1,0,356,14,730,1,iptables,xmas_scan
445,open,tcp,38.49,56,Linux 5.x,Samba,1,0,426,5,568,1,aws_waf,slow_scan
22,open,tcp,41.23,49,Windows 10,Dropbear SSH,0,0,0,27,550,0,none,connect_scan
110,open,tcp,308.99,244,Cisco IOS,+OK POP3 ready,1,0,515,8,691,1,cisco_acl,dns_source_port
6379,open,tcp,121.24,53,Unknown,+OK,1,0,108,1,149,1,cloudflare,dns_source_port
5900,open,tcp,30.22,64,Unknown,RFB 003.008,0,0,0,27,554,0,none,connect_scan
5432,filtered,tcp,20.9,54,Windows 10,,1,0,144,3,256,1,pf_bsd,null_scan
53,filtered,tcp,135.55,247,Unknown,,1,0,449,7,571,1,cisco_acl,https_source_port
53,filtered,tcp,218.29,45,Unknown,,1,0,42,0,63,1,pf_bsd,ack_scan
1433,filtered,tcp,28.57,57,Linux 4.x/5.x,,1,0,436,5,514,1,aws_waf,slow_scan
69,filtered,tcp,48.79,51,Unknown,,1,0,105,1,138,1,aws_waf,decoy_scan
53,closed,tcp,432.59,243,Cisco IOS,,1,0,166,3,275,1,cisco_acl,dns_source_port
5900,filtered,tcp,26.49,51,Unknown,,1,0,667,7,761,1,aws_waf,slow_scan
443,filtered,tcp,44.66,53,Cisco IOS,,0,0,363,12,602,1,iptables,null_scan
873,open,tcp,90.79,55,FreeBSD 13,,1,0,320,10,548,1,iptables,xmas_scan
110,filtered,tcp,44.73,53,Windows 10,,1,0,736,4,952,1,ids_ips,combo_advanced
22,filtered,tcp,455.95,239,Unknown,,1,0,704,11,928,1,cisco_acl,dns_source_port
27017,open,tcp,29.93,249,Unknown,MongoDB 6.0,1,0,83,1,130,1,cisco_acl,https_source_port
8443,filtered,tcp,237.51,62,FreeBSD 13,,0,0,171,3,236,1,pf_bsd,ack_scan
1433,open,tcp,43.92,58,Linux 4.x/5.x,,0,0,0,26,527,0,none,connect_scan
143,open,tcp,200.01,46,Linux 3.x,* OK [CAPABILITY IMAP4rev1],1,0,492,19,995,1,iptables,fin_scan
4444,open,tcp,51.03,238,Unknown,,0,0,354,6,500,1,cisco_acl,http_source_port
22,filtered,tcp,61.77,50,Linux 3.x,,0,0,930,4,977,1,ids_ips,slow_scan
27017,filtered,tcp,20.26,55,Linux 4.x/5.x,,1,0,720,4,923,1,ids_ips,decoy_scan
514,filtered,tcp,37.77,36,Unknown,,1,0,112,0,121,1,cloudflare,stealth_syn
21,filtered,tcp,290.53,239,Unknown,,1,0,624,9,792,1,cisco_acl,http_source_port
5900,filtered,tcp,115.74,240,Cisco IOS,,1,0,154,2,209,1,cisco_acl,https_source_port
1521,filtered,tcp,201.47,46,Linux 4.x/5.x,,1,0,619,5,689,1,cloudflare,fragment
53,open,tcp,143.65,48,Unknown,,1,0,480,4,643,1,cloudflare,dns_source_port
139,filtered,tcp,13.01,55,Windows Server 2019,,1,0,442,9,644,1,pf_bsd,null_scan
1433,filtered,tcp,114.06,51,Unknown,,0,0,214,1,259,1,cloudflare,dns_source_port
5432,filtered,tcp,44.96,44,macOS 12,,0,0,459,17,882,1,iptables,null_scan
8080,filtered,tcp,84.57,46,Linux 4.x/5.x,,1,0,56,0,65,1,aws_waf,decoy_scan
3389,filtered,tcp,6.18,57,Unknown,,1,0,662,3,761,1,ids_ips,slow_scan
3306,filtered,tcp,184.08,238,Unknown,,0,0,380,6,537,1,cisco_acl,dns_source_port
5432,open,tcp,37.43,46,Linux 4.x/5.x,PostgreSQL 14.2,0,0,0,39,790,0,none,connect_scan
6379,filtered,tcp,122.8,56,Cisco IOS,,0,0,267,10,504,1,iptables,xmas_scan
69,filtered,tcp,3.92,49,Windows Server 2019,,1,0,524,2,549,1,ids_ips,decoy_scan
139,filtered,tcp,67.67,254,Unknown,,1,0,137,2,183,1,cisco_acl,http_source_port
5900,filtered,tcp,11.39,50,Unknown,,1,0,537,7,709,1,aws_waf,decoy_scan
3389,filtered,tcp,71.03,42,Unknown,,1,0,748,6,893,1,cloudflare,fragment
3306,filtered,tcp,139.61,61,Unknown,,1,0,327,3,457,1,cloudflare,fragment
53,filtered,tcp,100.8,252,Cisco IOS,,1,0,127,2,200,1,cisco_acl,http_source_port
445,open,tcp,36.79,57,Windows 10,Windows SMB,0,0,0,19,399,0,none,connect_scan
22,open,tcp,46.43,59,Linux 4.x/5.x,Dropbear SSH,1,0,796,9,958,1,aws_waf,fragment
3306,filtered,tcp,128.13,37,Linux 5.x,,1,0,562,5,694,1,cloudflare,stealth_syn
21,open,tcp,93.69,51,Unknown,Pure-FTPd,0,0,337,8,558,1,pf_bsd,ack_scan
23,open,tcp,126.36,55,Windows 10,,0,0,639,13,871,1,pf_bsd,ack_scan
513,filtered,tcp,55.55,55,Windows 10,,1,0,374,8,565,1,pf_bsd,null_scan
5900,filtered,tcp,52.54,61,Windows 10,,1,0,347,8,564,1,pf_bsd,ack_scan
443,filtered,tcp,49.99,57,Linux 4.x/5.x,,1,0,683,7,939,1,cloudflare,dns_source_port
5432,open,tcp,104.65,251,Cisco IOS,PostgreSQL 14.2,0,0,254,4,332,1,cisco_acl,dns_source_port
3306,open,tcp,71.23,50,Unknown,MariaDB 10.6,1,0,539,7,765,1,aws_waf,decoy_scan
143,open,tcp,52.61,57,Linux 4.x/5.x,Dovecot IMAP,0,0,0,13,277,0,none,connect_scan
3389,filtered,tcp,32.41,38,Unknown,,1,0,597,7,743,1,aws_waf,slow_scan
443,filtered,tcp,50.69,49,Windows Server 2019,,0,0,45,0,57,1,ids_ips,combo_advanced
143,filtered,tcp,18.29,60,Linux 4.x/5.x,,1,0,546,8,851,1,aws_waf,fragment
139,open,tcp,45.07,65,Linux 3.x,,0,0,0,34,687,0,none,connect_scan
1521,filtered,tcp,143.94,238,Unknown,,1,0,301,4,396,1,cisco_acl,https_source_port
445,filtered,tcp,20.29,51,Windows 10,,1,0,221,1,304,1,ids_ips,slow_scan
443,filtered,tcp,127.06,60,Linux 4.x/5.x,,1,0,41,0,55,1,aws_waf,decoy_scan
143,filtered,tcp,19.3,53,Linux 4.x/5.x,,1,0,38,0,57,1,aws_waf,decoy_scan
53,filtered,tcp,13.34,55,Unknown,,0,0,479,3,606,1,ids_ips,combo_advanced
27017,filtered,tcp,104.18,55,Linux 4.x/5.x,,1,0,305,7,529,1,pf_bsd,null_scan
443,filtered,tcp,41.22,49,FreeBSD 13,,0,0,177,1,227,1,ids_ips,combo_advanced
80,open,tcp,22.05,49,Linux 3.x,LiteSpeed,1,0,332,6,435,1,pf_bsd,null_scan
8080,open,tcp,81.98,50,macOS 12,nginx/1.18.0,0,0,56,2,109,1,iptables,null_scan
80,filtered,tcp,76.46,44,Linux 4.x/5.x,,1,0,553,8,848,1,aws_waf,slow_scan
5900,filtered,tcp,91.26,57,Unknown,,1,0,425,9,604,1,pf_bsd,null_scan
1433,closed,tcp,216.69,49,Linux 5.x,,1,0,541,5,758,1,cloudflare,fragment
3389,open,tcp,15.81,58,Linux 3.x,,0,0,0,19,381,0,none,connect_scan
5432,filtered,tcp,88.49,61,Linux 4.x/5.x,,1,0,386,3,425,1,cloudflare,stealth_syn
443,open,tcp,38.45,57,Linux 3.x,nginx/1.18.0,0,0,0,43,864,0,none,connect_scan
8443,filtered,tcp,107.81,58,Linux 4.x/5.x,,1,0,756,7,994,1,cloudflare,fragment
1521,filtered,tcp,97.04,48,Linux 3.x,,1,0,169,5,283,1,iptables,fin_scan
110,open,tcp,33.55,55,Linux 4.x/5.x,+OK Dovecot,1,0,169,2,252,1,aws_waf,slow_scan
3306,filtered,tcp,35.24,42,Unknown,,1,0,621,7,776,1,aws_waf,fragment
8080,filtered,tcp,7.04,47,Unknown,,1,0,317,4,427,1,aws_waf,slow_scan
25,filtered,tcp,91.23,239,Unknown,,1,0,187,3,284,1,cisco_acl,dns_source_port
443,open,tcp,109.62,239,Unknown,Apache/2.4.41,1,0,698,11,921,1,cisco_acl,dns_source_port
1521,filtered,tcp,92.98,46,Linux 4.x/5.x,,1,0,719,5,795,1,cloudflare,fragment
443,open,tcp,329.95,236,Unknown,,0,0,531,8,662,1,cisco_acl,https_source_port
445,filtered,tcp,230.2,44,macOS 12,,1,0,137,3,217,1,pf_bsd,null_scan
3389,filtered,tcp,32.81,38,Linux 5.x,,1,0,479,7,714,1,aws_waf,fragment
53,open,tcp,8.84,49,Cisco IOS,,0,0,0,30,618,0,none,connect_scan
110,filtered,tcp,376.01,235,Unknown,,1,0,630,10,835,1,cisco_acl,dns_source_port
8080,open,tcp,85.41,44,Linux 4.x/5.x,Apache/2.4.41,1,0,358,3,462,1,cloudflare,dns_source_port
5900,open,tcp,24.0,254,Unknown,RFB 003.008,1,0,635,9,793,1,cisco_acl,dns_source_port
3389,filtered,tcp,237.88,240,Unknown,,0,0,379,6,509,1,cisco_acl,https_source_port
53,filtered,tcp,151.71,48,FreeBSD 13,,0,0,550,18,915,1,iptables,xmas_scan
110,open,tcp,241.1,60,Linux 5.x,Dovecot ready,1,0,429,4,571,1,cloudflare,stealth_syn
5900,filtered,tcp,62.15,54,Linux 5.x,,1,0,707,7,999,1,cloudflare,dns_source_port
53,filtered,tcp,12.82,41,macOS 12,,1,0,739,4,974,1,ids_ips,decoy_scan
3389,filtered,tcp,195.24,58,Linux 4.x/5.x,,1,0,510,18,916,1,iptables,xmas_scan
5432,filtered,tcp,83.6,56,Linux 5.x,,1,0,141,1,162,1,cloudflare,fragment
25,closed,tcp,202.96,237,Cisco IOS,,1,0,765,12,976,1,cisco_acl,http_source_port
3306,filtered,tcp,13.94,61,Windows Server 2019,,0,0,531,12,846,1,pf_bsd,null_scan
8080,open,tcp,164.36,248,Unknown,Tomcat/9.0,0,0,211,3,271,1,cisco_acl,dns_source_port
143,filtered,tcp,12.41,241,Cisco IOS,,1,0,142,2,214,1,cisco_acl,https_source_port
21,filtered,tcp,14.78,46,Unknown,,1,0,723,3,787,1,ids_ips,slow_scan
3389,open,tcp,107.65,41,Unknown,Microsoft Terminal Services,1,0,384,8,534,1,pf_bsd,ack_scan
139,open,tcp,57.33,49,Linux 3.x,Samba,0,0,0,18,365,0,none,connect_scan
111,closed,tcp,50.75,44,Linux 4.x/5.x,,0,0,33,0,50,1,pf_bsd,ack_scan
25,open,tcp,6.38,53,Cisco IOS,Exim 4.95,0,0,0,41,830,0,none,connect_scan
27017,filtered,tcp,4.13,43,macOS 12,,0,0,52,0,53,1,ids_ips,decoy_scan
6379,filtered,tcp,55.6,58,Linux 4.x/5.x,,1,0,665,7,934,1,cloudflare,fragment
139,filtered,tcp,175.37,56,Linux 4.x/5.x,,1,0,426,16,848,1,iptables,null_scan
1433,filtered,tcp,23.52,53,FreeBSD 13,,1,0,482,2,541,1,ids_ips,combo_advanced
8443,filtered,tcp,18.44,47,Linux 4.x/5.x,,1,0,189,2,254,1,aws_waf,decoy_scan
25,filtered,tcp,50.15,50,Linux 4.x/5.x,,1,0,337,2,398,1,cloudflare,dns_source_port
5432,filtered,tcp,17.29,59,Linux 5.x,,1,0,448,4,653,1,cloudflare,dns_source_port
445,filtered,tcp,22.39,241,Cisco IOS,,1,0,608,11,891,1,cisco_acl,dns_source_port
22,filtered,tcp,8.95,48,FreeBSD 13,,0,0,371,1,382,1,ids_ips,combo_advanced
80,open,tcp,395.98,238,Cisco IOS,,1,0,143,2,186,1,cisco_acl,https_source_port
443,open,tcp,36.53,56,Linux 5.x,Apache/2.4.41,1,0,820,9,978,1,aws_waf,fragment
1521,filtered,tcp,136.28,240,Unknown,,0,0,428,8,684,1,cisco_acl,https_source_port
1433,open,tcp,192.24,54,macOS 12,,0,0,389,14,736,1,iptables,fin_scan
5900,filtered,tcp,141.19,242,Unknown,,1,0,488,8,664,1,cisco_acl,https_source_port
69,filtered,tcp,164.43,249,Unknown,,1,0,599,10,813,1,cisco_acl,dns_source_port
25,open,tcp,40.67,55,Linux 3.x,Sendmail 8.15,0,0,0,25,502,0,none,connect_scan
1433,filtered,tcp,22.65,58,Linux 4.x/5.x,,1,0,456,4,583,1,cloudflare,dns_source_port
8443,filtered,tcp,30.53,53,FreeBSD 13,,1,0,541,3,736,1,ids_ips,slow_scan
110,filtered,tcp,40.61,52,FreeBSD 13,,1,0,279,11,569,1,iptables,fin_scan
5432,filtered,tcp,28.69,56,Cisco IOS,,1,0,403,12,631,1,iptables,null_scan
8080,open,tcp,91.31,50,Linux 4.x/5.x,nginx/1.18.0,1,0,805,6,872,1,cloudflare,fragment
8080,closed,tcp,45.83,239,Cisco IOS,,0,0,163,3,250,1,cisco_acl,dns_source_port
110,open,tcp,95.05,56,Unknown,+OK Dovecot,0,0,115,4,204,1,iptables,fin_scan
8443,filtered,tcp,47.52,60,Windows Server 2019,,0,0,485,9,638,1,pf_bsd,ack_scan
22,filtered,tcp,11.45,45,Linux 5.x,,1,0,203,2,246,1,aws_waf,slow_scan
3389,filtered,tcp,57.52,60,Cisco IOS,,0,0,177,4,313,1,pf_bsd,null_scan
80,open,tcp,40.87,63,Windows Server 2019,Apache/2.4.41,0,0,0,27,548,0,none,connect_scan
27017,filtered,tcp,45.99,43,Linux 4.x/5.x,,1,0,221,2,281,1,aws_waf,fragment
27017,filtered,tcp,22.3,237,Unknown,,1,0,680,10,855,1,cisco_acl,https_source_port
8080,filtered,tcp,112.88,54,Linux 5.x,,1,0,776,7,935,1,cloudflare,stealth_syn
445,filtered,tcp,66.66,48,Windows Server 2019,,1,0,105,2,164,1,pf_bsd,null_scan
27017,filtered,tcp,29.81,54,macOS 12,,1,0,687,3,722,1,ids_ips,combo_advanced
5432,filtered,tcp,384.16,43,Windows Server 2019,,0,0,643,12,863,1,pf_bsd,null_scan
80,open,tcp,84.47,56,Linux 3.x,Microsoft-IIS/10.0,0,0,512,15,798,1,iptables,xmas_scan
21,filtered,tcp,18.48,58,macOS 12,,1,0,622,14,934,1,pf_bsd,null_scan
8080,filtered,tcp,40.14,53,Linux 5.x,,1,0,357,3,501,1,cloudflare,fragment
53,filtered,tcp,2.6,45,FreeBSD 13,,1,0,553,3,689,1,ids_ips,slow_scan
21,filtered,tcp,99.98,42,Linux 4.x/5.x,,1,0,176,1,214,1,cloudflare,fragment
443,filtered,tcp,121.47,52,macOS 12,,0,0,683,13,911,1,pf_bsd,ack_scan
110,filtered,tcp,60.45,57,Cisco IOS,,0,0,147,5,281,1,iptables,xmas_scan
8443,filtered,tcp,30.75,51,Linux 4.x/5.x,,1,0,106,1,128,1,aws_waf,slow_scan
25,filtered,tcp,16.02,53,Linux 4.x/5.x,,0,0,490,9,657,1,pf_bsd,ack_scan
3389,open,tcp,140.94,51,Windows Server 2019,Microsoft Terminal Services,0,0,153,5,285,1,iptables,fin_scan
8443,filtered,tcp,19.95,40,Linux 5.x,,0,0,798,6,926,1,cloudflare,dns_source_port
445,open,tcp,41.64,48,Linux 4.x/5.x,Samba,1,0,429,5,535,1,aws_waf,decoy_scan
443,open,tcp,281.05,51,Unknown,nginx/1.18.0,1,0,266,2,338,1,cloudflare,stealth_syn
513,open,tcp,193.76,243,Unknown,,1,0,512,9,774,1,cisco_acl,https_source_port
80,open,tcp,70.57,51,macOS 12,nginx/1.18.0,0,0,0,12,244,0,none,connect_scan
25,filtered,tcp,6.45,53,Unknown,,1,0,599,3,623,1,ids_ips,combo_advanced
