framework,waf_type,recommended_tool,recommended_wordlist,recommended_extensions,recommended_threads,recommended_delay_ms
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,5,926
Unknown,ModSecurity,gobuster,common.txt,.php,36,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,14,831
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,6,487
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,13,683
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,6,657
Express,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.php,27,0
Unknown,None,feroxbuster,directory-list-2.3-medium.txt,.html,22,0
Express,Imperva,ffuf,directory-list-2.3-medium.txt,.html,7,274
Spring_Boot,None,gobuster,common.txt,.php,42,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,7,578
Django,None,feroxbuster,api-endpoints.txt,.json,24,0
Unknown,Imperva,ffuf,common.txt,none,14,587
Laravel,None,feroxbuster,api-endpoints.txt,.json,38,0
Vue,Sucuri,gobuster,common.txt,".bak,.old,.swp",32,0
React,ModSecurity,gobuster,common.txt,.html,36,0
Unknown,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",29,0
Node.js,None,gobuster,api-endpoints.txt,.json,22,0
Vue,None,feroxbuster,common.txt,.php,21,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,11,527
React,Imperva,ffuf,common.txt,".bak,.old,.swp",14,602
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,30,0
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,none,7,388
Laravel,Imperva,ffuf,api-endpoints.txt,.json,15,302
Django,Imperva,ffuf,api-endpoints.txt,.json,5,349
Unknown,AWS_WAF,ffuf,common.txt,none,13,645
React,None,feroxbuster,directory-list-2.3-medium.txt,.html,31,0
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,none,40,0
Spring_Boot,None,feroxbuster,common.txt,.html,28,0
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,5,776
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,47,0
Express,Imperva,ffuf,common.txt,.html,5,768
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",15,485
Laravel,None,feroxbuster,api-endpoints.txt,.json,39,0
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",13,859
Spring_Boot,Imperva,ffuf,common.txt,none,14,350
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,10,528
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,36,0
Spring_Boot,Cloudflare,ffuf,common.txt,.php,8,747
Laravel,None,gobuster,api-endpoints.txt,.json,21,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,41,0
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,43,0
Vue,None,feroxbuster,directory-list-2.3-medium.txt,none,36,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,26,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,8,371
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,6,782
ASP.NET,ModSecurity,gobuster,directory-list-2.3-medium.txt,none,39,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,21,0
React,Imperva,ffuf,directory-list-2.3-medium.txt,none,5,676
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,5,390
Unknown,Cloudflare,ffuf,common.txt,".bak,.old,.swp",11,891
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,10,762
Laravel,Sucuri,feroxbuster,api-endpoints.txt,.json,34,0
Express,None,feroxbuster,directory-list-2.3-medium.txt,.php,26,0
Vue,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,25,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,11,992
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,31,0
Vue,None,feroxbuster,directory-list-2.3-medium.txt,.html,22,0
Spring_Boot,Sucuri,feroxbuster,common.txt,.php,28,0
Vue,Imperva,ffuf,common.txt,.php,6,946
Express,Sucuri,feroxbuster,common.txt,.php,31,0
React,ModSecurity,gobuster,common.txt,".bak,.old,.swp",23,0
React,None,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",25,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,10,479
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.php,5,262
React,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",13,511
Express,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,29,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,11,856
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,9,588
React,ModSecurity,gobuster,common.txt,.php,38,0
ASP.NET,Sucuri,gobuster,common.txt,.html,49,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,5,728
Express,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",5,714
Node.js,Imperva,ffuf,api-endpoints.txt,.json,14,994
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,21,0
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,37,0
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,33,0
Spring_Boot,Cloudflare,ffuf,common.txt,.php,12,439
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",8,312
Laravel,None,feroxbuster,api-endpoints.txt,.json,21,0
Vue,AWS_WAF,ffuf,common.txt,.php,12,480
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",10,806
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,41,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,15,814
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,33,0
React,Cloudflare,ffuf,common.txt,none,13,477
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,5,932
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,10,652
Spring_Boot,F5_BIG_IP,gobuster,common.txt,.php,40,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,9,380
Node.js,Imperva,ffuf,api-endpoints.txt,.json,8,794
Vue,F5_BIG_IP,gobuster,common.txt,.php,24,0
Express,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,5,956
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",46,0
Unknown,None,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",41,0
Vue,None,gobuster,common.txt,".bak,.old,.swp",28,0
Django,None,feroxbuster,api-endpoints.txt,.json,36,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,7,997
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,5,659
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,12,866
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,6,947
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,25,0
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,5,937
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,50,0
ASP.NET,Sucuri,feroxbuster,common.txt,.html,47,0
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,38,0
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,7,367
Vue,Sucuri,feroxbuster,common.txt,.html,25,0
ASP.NET,Imperva,ffuf,common.txt,".bak,.old,.swp",14,347
Unknown,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,29,0
Unknown,None,feroxbuster,directory-list-2.3-medium.txt,none,49,0
Spring_Boot,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",41,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",8,595
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,50,0
Spring_Boot,ModSecurity,gobuster,common.txt,".bak,.old,.swp",27,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,38,0
React,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",14,437
ASP.NET,AWS_WAF,ffuf,common.txt,none,5,498
Vue,F5_BIG_IP,gobuster,common.txt,.php,39,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,7,303
Django,None,gobuster,api-endpoints.txt,.json,27,0
Express,None,feroxbuster,directory-list-2.3-medium.txt,.php,21,0
Unknown,None,gobuster,common.txt,.html,46,0
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,5,264
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,33,0
Express,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,39,0
Express,Imperva,ffuf,directory-list-2.3-medium.txt,.php,12,400
Spring_Boot,Sucuri,gobuster,directory-list-2.3-medium.txt,none,33,0
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,36,0
React,Cloudflare,ffuf,common.txt,".bak,.old,.swp",14,261
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,41,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,34,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,9,558
Spring_Boot,Sucuri,feroxbuster,common.txt,.php,34,0
Express,AWS_WAF,ffuf,common.txt,.php,13,827
Spring_Boot,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,20,0
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,34,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,7,325
React,Imperva,ffuf,directory-list-2.3-medium.txt,.php,8,394
Unknown,None,gobuster,directory-list-2.3-medium.txt,none,43,0
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,12,727
Unknown,Sucuri,gobuster,directory-list-2.3-medium.txt,none,37,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,15,1000
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,8,266
Express,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,5,491
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,32,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,10,344
ASP.NET,Sucuri,gobuster,common.txt,none,24,0
React,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",37,0
Vue,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",34,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,15,343
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,8,882
React,F5_BIG_IP,gobuster,common.txt,.html,41,0
ASP.NET,Sucuri,gobuster,common.txt,.html,42,0
ASP.NET,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,34,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,30,0
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,38,0
React,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",27,0
Express,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,48,0
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.php,33,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,47,0
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",37,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,9,610
Spring_Boot,Imperva,ffuf,common.txt,".bak,.old,.swp",9,657
WordPress,None,gobuster,cms-wordpress.txt,.php,38,0
Express,Imperva,ffuf,common.txt,none,15,747
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",21,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,7,568
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,29,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,12,326
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,13,856
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,8,579
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,10,417
ASP.NET,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,47,0
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,24,0
ASP.NET,ModSecurity,feroxbuster,common.txt,none,25,0
Vue,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",34,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,15,986
ASP.NET,Sucuri,feroxbuster,common.txt,.html,25,0
Express,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",31,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,9,569
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,7,539
Vue,F5_BIG_IP,gobuster,common.txt,none,24,0
Unknown,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,33,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,8,390
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,37,0
React,ModSecurity,feroxbuster,common.txt,none,44,0
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,46,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,15,267
Django,Imperva,ffuf,api-endpoints.txt,.json,10,949
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,22,0
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,26,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,40,0
Unknown,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,21,0
React,ModSecurity,feroxbuster,common.txt,none,26,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,34,0
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,29,0
Unknown,Imperva,ffuf,common.txt,none,13,270
Spring_Boot,ModSecurity,feroxbuster,common.txt,".bak,.old,.swp",26,0
Django,Imperva,ffuf,api-endpoints.txt,.json,12,820
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,28,0
Spring_Boot,Cloudflare,ffuf,common.txt,.php,9,927
Spring_Boot,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",7,213
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,39,0
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,42,0
Vue,Cloudflare,ffuf,common.txt,".bak,.old,.swp",7,381
Unknown,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,30,0
ASP.NET,AWS_WAF,ffuf,common.txt,none,7,237
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,38,0
React,None,gobuster,directory-list-2.3-medium.txt,.html,30,0
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,27,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",7,679
Django,ModSecurity,gobuster,api-endpoints.txt,.json,38,0
Unknown,ModSecurity,feroxbuster,common.txt,none,36,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,50,0
Express,Imperva,ffuf,common.txt,".bak,.old,.swp",9,590
Vue,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",47,0
Spring_Boot,None,feroxbuster,common.txt,.html,20,0
Node.js,None,gobuster,api-endpoints.txt,.json,47,0
WordPress,None,gobuster,cms-wordpress.txt,.php,29,0
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,8,337
ASP.NET,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",12,233
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",5,322
Spring_Boot,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,47,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,11,363
Spring_Boot,None,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",30,0
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,none,40,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,49,0
React,Imperva,ffuf,common.txt,none,7,970
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,27,0
React,None,feroxbuster,common.txt,.php,20,0
Express,Imperva,ffuf,common.txt,.php,10,684
Express,Imperva,ffuf,directory-list-2.3-medium.txt,none,9,575
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,12,483
Vue,F5_BIG_IP,feroxbuster,common.txt,.html,32,0
Spring_Boot,Cloudflare,ffuf,common.txt,".bak,.old,.swp",13,895
Unknown,None,gobuster,common.txt,.html,21,0
Express,None,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",48,0
React,Imperva,ffuf,directory-list-2.3-medium.txt,.html,7,574
Vue,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",34,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,8,819
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,6,688
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,15,364
Django,Sucuri,gobuster,api-endpoints.txt,.json,30,0
Express,None,feroxbuster,common.txt,".bak,.old,.swp",50,0
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,.html,47,0
Spring_Boot,Sucuri,gobuster,common.txt,".bak,.old,.swp",50,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,25,0
WordPress,None,gobuster,cms-wordpress.txt,.php,24,0
Vue,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,50,0
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,none,7,588
Vue,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,22,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,12,553
Unknown,ModSecurity,gobuster,common.txt,.html,22,0
Express,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,36,0
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,45,0
ASP.NET,Cloudflare,ffuf,common.txt,.php,6,582
Express,ModSecurity,gobuster,common.txt,none,41,0
WordPress,None,gobuster,cms-wordpress.txt,.php,34,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,46,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,none,13,931
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,6,560
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,7,970
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,6,650
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,41,0
Vue,ModSecurity,feroxbuster,common.txt,none,48,0
React,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",8,893
Spring_Boot,None,feroxbuster,directory-list-2.3-medium.txt,.html,42,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,42,0
Vue,Sucuri,feroxbuster,common.txt,none,30,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,8,910
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,9,985
ASP.NET,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,27,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,24,0
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,48,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,35,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,29,0
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,48,0
Express,None,gobuster,directory-list-2.3-medium.txt,none,21,0
ASP.NET,AWS_WAF,ffuf,common.txt,none,8,797
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,44,0
ASP.NET,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,38,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,8,912
Express,Cloudflare,ffuf,common.txt,.html,10,491
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,46,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,44,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,20,0
Unknown,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",37,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,6,773
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,35,0
Express,Imperva,ffuf,common.txt,".bak,.old,.swp",6,750
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,8,641
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,39,0
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",10,589
Spring_Boot,AWS_WAF,ffuf,common.txt,.php,12,490
Express,AWS_WAF,ffuf,common.txt,.html,14,771
React,Imperva,ffuf,directory-list-2.3-medium.txt,.php,8,568
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.html,12,266
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,14,680
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,29,0
ASP.NET,F5_BIG_IP,feroxbuster,common.txt,.html,37,0
React,Cloudflare,ffuf,common.txt,.html,11,757
WordPress,None,gobuster,cms-wordpress.txt,.php,40,0
React,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",46,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",8,810
Node.js,None,gobuster,api-endpoints.txt,.json,30,0
Unknown,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",25,0
Express,Imperva,ffuf,directory-list-2.3-medium.txt,.html,6,334
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,13,951
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,21,0
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,46,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,11,393
Spring_Boot,F5_BIG_IP,gobuster,common.txt,none,20,0
Spring_Boot,Imperva,ffuf,common.txt,none,5,282
WordPress,None,feroxbuster,cms-wordpress.txt,.php,23,0
Vue,None,feroxbuster,common.txt,".bak,.old,.swp",43,0
Vue,None,gobuster,common.txt,none,43,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,27,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,6,407
Spring_Boot,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",22,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,10,588
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,11,558
Unknown,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",7,650
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,42,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,48,0
Django,None,feroxbuster,api-endpoints.txt,.json,40,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,8,945
React,Imperva,ffuf,common.txt,.html,8,540
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,.html,8,658
React,ModSecurity,feroxbuster,common.txt,".bak,.old,.swp",45,0
WordPress,None,gobuster,cms-wordpress.txt,.php,33,0
React,AWS_WAF,ffuf,common.txt,.html,10,545
Vue,Sucuri,feroxbuster,common.txt,none,49,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,35,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,10,225
Vue,AWS_WAF,ffuf,common.txt,.php,6,254
React,Sucuri,gobuster,directory-list-2.3-medium.txt,.php,43,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,8,437
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,none,46,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,9,211
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,15,224
ASP.NET,None,feroxbuster,common.txt,".bak,.old,.swp",48,0
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,none,43,0
Vue,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,23,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,7,963
Express,Imperva,ffuf,common.txt,.html,6,801
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,35,0
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",35,0
Express,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,23,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,31,0
WordPress,None,gobuster,cms-wordpress.txt,.php,36,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,8,213
Laravel,Imperva,ffuf,api-endpoints.txt,.json,14,376
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,8,442
React,AWS_WAF,ffuf,common.txt,.html,6,907
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,36,0
Express,None,feroxbuster,common.txt,.html,41,0
React,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",47,0
Vue,F5_BIG_IP,feroxbuster,common.txt,.html,36,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,8,522
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",13,553
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",15,219
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,13,483
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,7,613
Spring_Boot,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",9,585
Vue,Cloudflare,ffuf,common.txt,".bak,.old,.swp",10,322
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,35,0
Express,ModSecurity,feroxbuster,common.txt,none,46,0
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,8,802
Express,Imperva,ffuf,directory-list-2.3-medium.txt,.php,10,845
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,7,969
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,5,829
Unknown,None,feroxbuster,common.txt,none,20,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,11,991
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,25,0
Express,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",30,0
Express,None,gobuster,common.txt,".bak,.old,.swp",32,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,8,232
Unknown,Sucuri,gobuster,directory-list-2.3-medium.txt,.php,47,0
Vue,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",33,0
Unknown,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,23,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,.html,6,382
Django,Imperva,ffuf,api-endpoints.txt,.json,15,629
Spring_Boot,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,32,0
ASP.NET,Sucuri,gobuster,common.txt,.html,35,0
Django,None,feroxbuster,api-endpoints.txt,.json,40,0
Node.js,None,feroxbuster,api-endpoints.txt,.json,49,0
Vue,F5_BIG_IP,feroxbuster,common.txt,.html,25,0
Unknown,None,gobuster,common.txt,.php,35,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,44,0
Spring_Boot,Imperva,ffuf,common.txt,.html,12,409
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,9,477
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,13,452
Spring_Boot,AWS_WAF,ffuf,common.txt,none,9,830
Vue,ModSecurity,gobuster,common.txt,.php,20,0
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",50,0
